INDEX,TEAM_IDA,TEAM_IDB,BATTLE_NUM,BATTLE_TIME
253,224,403,100,0
254,224,404,100,0
255,224,405,100,0
256,202,401,100,0
257,202,402,100,0
258,202,403,100,0
259,202,404,100,0
260,202,405,100,0
261,207,401,100,0
262,207,402,100,0
263,207,403,100,0
264,207,404,100,0
265,207,405,100,0
266,212,401,100,0
267,212,402,100,0
268,212,403,100,0
269,212,404,100,0
270,212,405,100,0
271,217,401,100,0
272,217,402,100,0
273,217,403,100,0
274,217,404,100,0
275,217,405,100,0
276,222,401,100,0
277,222,402,100,0
278,222,403,100,0
279,222,404,100,0
280,222,405,100,0
281,226,226,100,0
282,226,231,100,0
283,226,236,100,0
284,226,241,100,0
285,226,246,100,0
286,231,231,100,0
287,231,236,100,0
288,231,241,100,0
289,231,246,100,0
290,236,236,100,0
291,236,241,100,0
292,236,246,100,0
293,241,241,100,0
294,241,246,100,0
295,246,246,100,0
296,227,229,100,0
297,227,234,100,0
298,227,239,100,0
299,227,244,100,0
300,227,249,100,0
301,232,229,100,0
302,232,234,100,0
303,232,239,100,0
304,232,244,100,0
305,232,249,100,0
306,237,229,100,0
307,237,234,100,0
308,237,239,100,0
309,237,244,100,0
310,237,249,100,0
311,242,229,100,0
312,242,234,100,0
313,242,239,100,0
314,242,244,100,0
315,242,249,100,0
316,247,229,100,0
317,247,234,100,0
318,247,239,100,0
319,247,244,100,0
320,247,249,100,0
321,226,229,100,0
322,226,234,100,0
323,226,239,100,0
324,226,244,100,0
325,226,249,100,0
326,231,229,100,0
327,231,234,100,0
328,231,239,100,0
329,231,244,100,0
330,231,249,100,0
331,236,229,100,0
332,236,234,100,0
333,236,239,100,0
334,236,244,100,0
335,236,249,100,0
336,241,229,100,0
337,241,234,100,0
338,241,239,100,0
339,241,244,100,0
340,241,249,100,0
341,246,229,100,0
342,246,234,100,0
343,246,239,100,0
344,246,244,100,0
345,246,249,100,0
346,226,227,100,0
347,226,232,100,0
348,226,237,100,0
349,226,242,100,0
350,226,247,100,0
351,231,227,100,0
352,231,232,100,0
353,231,237,100,0
354,231,242,100,0
355,231,247,100,0
356,236,227,100,0
357,236,232,100,0
358,236,237,100,0
359,236,242,100,0
360,236,247,100,0
361,241,227,100,0
362,241,232,100,0
363,241,237,100,0
364,241,242,100,0
365,241,247,100,0
366,246,227,100,0
367,246,232,100,0
368,246,237,100,0
369,246,242,100,0
370,246,247,100,0
371,226,228,100,0
372,226,233,100,0
373,226,238,100,0
374,226,243,100,0
375,226,248,100,0
376,231,228,100,0
377,231,233,100,0
378,231,238,100,0
379,231,243,100,0
380,231,248,100,0
381,236,228,100,0
382,236,233,100,0
383,236,238,100,0
384,236,243,100,0
385,236,248,100,0
386,241,228,100,0
387,241,233,100,0
388,241,238,100,0
389,241,243,100,0
390,241,248,100,0
391,246,228,100,0
392,246,233,100,0
393,246,238,100,0
394,246,243,100,0
395,246,248,100,0
396,228,228,100,0
397,228,233,100,0
398,228,238,100,0
399,228,243,100,0
400,228,248,100,0
401,233,233,100,0
402,233,238,100,0
403,233,243,100,0
404,233,248,100,0
405,238,238,100,0
406,238,243,100,0
407,238,248,100,0
408,243,243,100,0
409,243,248,100,0
410,248,248,100,0
411,228,229,100,0
412,228,234,100,0
413,228,239,100,0
414,228,244,100,0
415,228,249,100,0
416,233,229,100,0
417,233,234,100,0
418,233,239,100,0
419,233,244,100,0
420,233,249,100,0
421,238,229,100,0
422,238,234,100,0
423,238,239,100,0
424,238,244,100,0
425,238,249,100,0
426,243,229,100,0
427,243,234,100,0
428,243,239,100,0
429,243,244,100,0
430,243,249,100,0
431,248,229,100,0
432,248,234,100,0
433,248,239,100,0
434,248,244,100,0
435,248,249,100,0
436,228,227,100,0
437,228,232,100,0
438,228,237,100,0
439,228,242,100,0
440,228,247,100,0
441,233,227,100,0
442,233,232,100,0
443,233,237,100,0
444,233,242,100,0
445,233,247,100,0
446,238,227,100,0
447,238,232,100,0
448,238,237,100,0
449,238,242,100,0
450,238,247,100,0
451,243,227,100,0
452,243,232,100,0
453,243,237,100,0
454,243,242,100,0
455,243,247,100,0
456,248,227,100,0
457,248,232,100,0
458,248,237,100,0
459,248,242,100,0
460,248,247,100,0
461,229,406,100,0
462,229,407,100,0
463,229,408,100,0
464,229,409,100,0
465,229,410,100,0
466,234,406,100,0
467,234,407,100,0
468,234,408,100,0
469,234,409,100,0
470,234,410,100,0
471,239,406,100,0
472,239,407,100,0
473,239,408,100,0
474,239,409,100,0
475,239,410,100,0
476,244,406,100,0
477,244,407,100,0
478,244,408,100,0
479,244,409,100,0
480,244,410,100,0
481,249,406,100,0
482,249,407,100,0
483,249,408,100,0
484,249,409,100,0
485,249,410,100,0
486,227,406,100,0
487,227,407,100,0
488,227,408,100,0
489,227,409,100,0
490,227,410,100,0
491,232,406,100,0
492,232,407,100,0
493,232,408,100,0
494,232,409,100,0
495,232,410,100,0
496,237,406,100,0
497,237,407,100,0
498,237,408,100,0
499,237,409,100,0
500,237,410,100,0
501,242,406,100,0
502,242,407,100,0
503,242,408,100,0
504,242,409,100,0
505,242,410,100,0
506,247,406,100,0
507,247,407,100,0
508,247,408,100,0
509,247,409,100,0
510,247,410,100,0
511,251,251,100,0
512,251,256,100,0
513,251,261,100,0
514,251,266,100,0
515,251,271,100,0
516,256,256,100,0
517,256,261,100,0
518,256,266,100,0
519,256,271,100,0
520,261,261,100,0
521,261,266,100,0
522,261,271,100,0
523,266,266,100,0
524,266,271,100,0
525,271,271,100,0
526,252,254,100,0
527,252,259,100,0
528,252,264,100,0
529,252,269,100,0
530,252,274,100,0
531,257,254,100,0
532,257,259,100,0
533,257,264,100,0
534,257,269,100,0
535,257,274,100,0
536,262,254,100,0
537,262,259,100,0
538,262,264,100,0
539,262,269,100,0
540,262,274,100,0
541,267,254,100,0
542,267,259,100,0
543,267,264,100,0
544,267,269,100,0
545,267,274,100,0
546,272,254,100,0
547,272,259,100,0
548,272,264,100,0
549,272,269,100,0
550,272,274,100,0
551,251,254,100,0
552,251,259,100,0
553,251,264,100,0
554,251,269,100,0
555,251,274,100,0
556,256,254,100,0
557,256,259,100,0
558,256,264,100,0
559,256,269,100,0
560,256,274,100,0
561,261,254,100,0
562,261,259,100,0
563,261,264,100,0
564,261,269,100,0
565,261,274,100,0
566,266,254,100,0
567,266,259,100,0
568,266,264,100,0
569,266,269,100,0
570,266,274,100,0
571,271,254,100,0
572,271,259,100,0
573,271,264,100,0
574,271,269,100,0
575,271,274,100,0
576,251,252,100,0
577,251,257,100,0
578,251,262,100,0
579,251,267,100,0
580,251,272,100,0
581,256,252,100,0
582,256,257,100,0
583,256,262,100,0
584,256,267,100,0
585,256,272,100,0
586,261,252,100,0
587,261,257,100,0
588,261,262,100,0
589,261,267,100,0
590,261,272,100,0
591,266,252,100,0
592,266,257,100,0
593,266,262,100,0
594,266,267,100,0
595,266,272,100,0
596,271,252,100,0
597,271,257,100,0
598,271,262,100,0
599,271,267,100,0
600,271,272,100,0
601,251,253,100,0
602,251,258,100,0
603,251,263,100,0
604,251,268,100,0
605,251,273,100,0
606,256,253,100,0
607,256,258,100,0
608,256,263,100,0
609,256,268,100,0
610,256,273,100,0
611,261,253,100,0
612,261,258,100,0
613,261,263,100,0
614,261,268,100,0
615,261,273,100,0
616,266,253,100,0
617,266,258,100,0
618,266,263,100,0
619,266,268,100,0
620,266,273,100,0
621,271,253,100,0
622,271,258,100,0
623,271,263,100,0
624,271,268,100,0
625,271,273,100,0
626,253,253,100,0
627,253,258,100,0
628,253,263,100,0
629,253,268,100,0
630,253,273,100,0
631,258,258,100,0
632,258,263,100,0
633,258,268,100,0
634,258,273,100,0
635,263,263,100,0
636,263,268,100,0
637,263,273,100,0
638,268,268,100,0
639,268,273,100,0
640,273,273,100,0
641,253,254,100,0
642,253,259,100,0
643,253,264,100,0
644,253,269,100,0
645,253,274,100,0
646,258,254,100,0
647,258,259,100,0
648,258,264,100,0
649,258,269,100,0
650,258,274,100,0
651,263,254,100,0
652,263,259,100,0
653,263,264,100,0
654,263,269,100,0
655,263,274,100,0
656,268,254,100,0
657,268,259,100,0
658,268,264,100,0
659,268,269,100,0
660,268,274,100,0
661,273,254,100,0
662,273,259,100,0
663,273,264,100,0
664,273,269,100,0
665,273,274,100,0
666,253,252,100,0
667,253,257,100,0
668,253,262,100,0
669,253,267,100,0
670,253,272,100,0
671,258,252,100,0
672,258,257,100,0
673,258,262,100,0
674,258,267,100,0
675,258,272,100,0
676,263,252,100,0
677,263,257,100,0
678,263,262,100,0
679,263,267,100,0
680,263,272,100,0
681,268,252,100,0
682,268,257,100,0
683,268,262,100,0
684,268,267,100,0
685,268,272,100,0
686,273,252,100,0
687,273,257,100,0
688,273,262,100,0
689,273,267,100,0
690,273,272,100,0
691,254,411,100,0
692,254,412,100,0
693,254,413,100,0
694,254,414,100,0
695,254,415,100,0
696,259,411,100,0
697,259,412,100,0
698,259,413,100,0
699,259,414,100,0
700,259,415,100,0
701,264,411,100,0
702,264,412,100,0
703,264,413,100,0
704,264,414,100,0
705,264,415,100,0
706,269,411,100,0
707,269,412,100,0
708,269,413,100,0
709,269,414,100,0
710,269,415,100,0
711,274,411,100,0
712,274,412,100,0
713,274,413,100,0
714,274,414,100,0
715,274,415,100,0
716,252,411,100,0
717,252,412,100,0
718,252,413,100,0
719,252,414,100,0
720,252,415,100,0
721,257,411,100,0
722,257,412,100,0
723,257,413,100,0
724,257,414,100,0
725,257,415,100,0
726,262,411,100,0
727,262,412,100,0
728,262,413,100,0
729,262,414,100,0
730,262,415,100,0
731,267,411,100,0
732,267,412,100,0
733,267,413,100,0
734,267,414,100,0
735,267,415,100,0
736,272,411,100,0
737,272,412,100,0
738,272,413,100,0
739,272,414,100,0
740,272,415,100,0
741,276,276,100,0
742,276,281,100,0
743,276,286,100,0
744,276,291,100,0
745,276,296,100,0
746,281,281,100,0
747,281,286,100,0
748,281,291,100,0
749,281,296,100,0
750,286,286,100,0
751,286,291,100,0
752,286,296,100,0
753,291,291,100,0
754,291,296,100,0
755,296,296,100,0
756,277,279,100,0
757,277,284,100,0
758,277,289,100,0
759,277,294,100,0
760,277,299,100,0
761,282,279,100,0
762,282,284,100,0
763,282,289,100,0
764,282,294,100,0
765,282,299,100,0
766,287,279,100,0
767,287,284,100,0
768,287,289,100,0
769,287,294,100,0
770,287,299,100,0
771,292,279,100,0
772,292,284,100,0
773,292,289,100,0
774,292,294,100,0
775,292,299,100,0
776,297,279,100,0
777,297,284,100,0
778,297,289,100,0
779,297,294,100,0
780,297,299,100,0
781,276,279,100,0
782,276,284,100,0
783,276,289,100,0
784,276,294,100,0
785,276,299,100,0
786,281,279,100,0
787,281,284,100,0
788,281,289,100,0
789,281,294,100,0
790,281,299,100,0
791,286,279,100,0
792,286,284,100,0
793,286,289,100,0
794,286,294,100,0
795,286,299,100,0
796,291,279,100,0
797,291,284,100,0
798,291,289,100,0
799,291,294,100,0
800,291,299,100,0
801,296,279,100,0
802,296,284,100,0
803,296,289,100,0
804,296,294,100,0
805,296,299,100,0
806,276,277,100,0
807,276,282,100,0
808,276,287,100,0
809,276,292,100,0
810,276,297,100,0
811,281,277,100,0
812,281,282,100,0
813,281,287,100,0
814,281,292,100,0
815,281,297,100,0
816,286,277,100,0
817,286,282,100,0
818,286,287,100,0
819,286,292,100,0
820,286,297,100,0
821,291,277,100,0
822,291,282,100,0
823,291,287,100,0
824,291,292,100,0
825,291,297,100,0
826,296,277,100,0
827,296,282,100,0
828,296,287,100,0
829,296,292,100,0
830,296,297,100,0
831,276,278,100,0
832,276,283,100,0
833,276,288,100,0
834,276,293,100,0
835,276,298,100,0
836,281,278,100,0
837,281,283,100,0
838,281,288,100,0
839,281,293,100,0
840,281,298,100,0
841,286,278,100,0
842,286,283,100,0
843,286,288,100,0
844,286,293,100,0
845,286,298,100,0
846,291,278,100,0
847,291,283,100,0
848,291,288,100,0
849,291,293,100,0
850,291,298,100,0
851,296,278,100,0
852,296,283,100,0
853,296,288,100,0
854,296,293,100,0
855,296,298,100,0
856,278,278,100,0
857,278,283,100,0
858,278,288,100,0
859,278,293,100,0
860,278,298,100,0
861,283,283,100,0
862,283,288,100,0
863,283,293,100,0
864,283,298,100,0
865,288,288,100,0
866,288,293,100,0
867,288,298,100,0
868,293,293,100,0
869,293,298,100,0
870,298,298,100,0
871,278,279,100,0
872,278,284,100,0
873,278,289,100,0
874,278,294,100,0
875,278,299,100,0
876,283,279,100,0
877,283,284,100,0
878,283,289,100,0
879,283,294,100,0
880,283,299,100,0
881,288,279,100,0
882,288,284,100,0
883,288,289,100,0
884,288,294,100,0
885,288,299,100,0
886,293,279,100,0
887,293,284,100,0
888,293,289,100,0
889,293,294,100,0
890,293,299,100,0
891,298,279,100,0
892,298,284,100,0
893,298,289,100,0
894,298,294,100,0
895,298,299,100,0
896,278,277,100,0
897,278,282,100,0
898,278,287,100,0
899,278,292,100,0
900,278,297,100,0
901,283,277,100,0
902,283,282,100,0
903,283,287,100,0
904,283,292,100,0
905,283,297,100,0
906,288,277,100,0
907,288,282,100,0
908,288,287,100,0
909,288,292,100,0
910,288,297,100,0
911,293,277,100,0
912,293,282,100,0
913,293,287,100,0
914,293,292,100,0
915,293,297,100,0
916,298,277,100,0
917,298,282,100,0
918,298,287,100,0
919,298,292,100,0
920,298,297,100,0
921,279,416,100,0
922,279,417,100,0
923,279,418,100,0
924,279,419,100,0
925,279,420,100,0
926,284,416,100,0
927,284,417,100,0
928,284,418,100,0
929,284,419,100,0
930,284,420,100,0
931,289,416,100,0
932,289,417,100,0
933,289,418,100,0
934,289,419,100,0
935,289,420,100,0
936,294,416,100,0
937,294,417,100,0
938,294,418,100,0
939,294,419,100,0
940,294,420,100,0
941,299,416,100,0
942,299,417,100,0
943,299,418,100,0
944,299,419,100,0
945,299,420,100,0
946,277,416,100,0
947,277,417,100,0
948,277,418,100,0
949,277,419,100,0
950,277,420,100,0
951,282,416,100,0
952,282,417,100,0
953,282,418,100,0
954,282,419,100,0
955,282,420,100,0
956,287,416,100,0
957,287,417,100,0
958,287,418,100,0
959,287,419,100,0
960,287,420,100,0
961,292,416,100,0
962,292,417,100,0
963,292,418,100,0
964,292,419,100,0
965,292,420,100,0
966,297,416,100,0
967,297,417,100,0
968,297,418,100,0
969,297,419,100,0
970,297,420,100,0
971,301,301,100,0
972,301,306,100,0
973,301,311,100,0
974,301,316,100,0
975,301,321,100,0
976,306,306,100,0
977,306,311,100,0
978,306,316,100,0
979,306,321,100,0
980,311,311,100,0
981,311,316,100,0
982,311,321,100,0
983,316,316,100,0
984,316,321,100,0
985,321,321,100,0
986,302,304,100,0
987,302,309,100,0
988,302,314,100,0
989,302,319,100,0
990,302,324,100,0
991,307,304,100,0
992,307,309,100,0
993,307,314,100,0
994,307,319,100,0
995,307,324,100,0
996,312,304,100,0
997,312,309,100,0
998,312,314,100,0
999,312,319,100,0
1000,312,324,100,0
1001,317,304,100,0
1002,317,309,100,0
1003,317,314,100,0
1004,317,319,100,0
1005,317,324,100,0
1006,322,304,100,0
1007,322,309,100,0
1008,322,314,100,0
1009,322,319,100,0
1010,322,324,100,0
1011,301,304,100,0
1012,301,309,100,0
1013,301,314,100,0
1014,301,319,100,0
1015,301,324,100,0
1016,306,304,100,0
1017,306,309,100,0
1018,306,314,100,0
1019,306,319,100,0
1020,306,324,100,0
1021,311,304,100,0
1022,311,309,100,0
1023,311,314,100,0
1024,311,319,100,0
1025,311,324,100,0
1026,316,304,100,0
1027,316,309,100,0
1028,316,314,100,0
1029,316,319,100,0
1030,316,324,100,0
1031,321,304,100,0
1032,321,309,100,0
1033,321,314,100,0
1034,321,319,100,0
1035,321,324,100,0
1036,301,302,100,0
1037,301,307,100,0
1038,301,312,100,0
1039,301,317,100,0
1040,301,322,100,0
1041,306,302,100,0
1042,306,307,100,0
1043,306,312,100,0
1044,306,317,100,0
1045,306,322,100,0
1046,311,302,100,0
1047,311,307,100,0
1048,311,312,100,0
1049,311,317,100,0
1050,311,322,100,0
1051,316,302,100,0
1052,316,307,100,0
1053,316,312,100,0
1054,316,317,100,0
1055,316,322,100,0
1056,321,302,100,0
1057,321,307,100,0
1058,321,312,100,0
1059,321,317,100,0
1060,321,322,100,0
1061,301,303,100,0
1062,301,308,100,0
1063,301,313,100,0
1064,301,318,100,0
1065,301,323,100,0
1066,306,303,100,0
1067,306,308,100,0
1068,306,313,100,0
1069,306,318,100,0
1070,306,323,100,0
1071,311,303,100,0
1072,311,308,100,0
1073,311,313,100,0
1074,311,318,100,0
1075,311,323,100,0
1076,316,303,100,0
1077,316,308,100,0
1078,316,313,100,0
1079,316,318,100,0
1080,316,323,100,0
1081,321,303,100,0
1082,321,308,100,0
1083,321,313,100,0
1084,321,318,100,0
1085,321,323,100,0
1086,303,303,100,0
1087,303,308,100,0
1088,303,313,100,0
1089,303,318,100,0
1090,303,323,100,0
1091,308,308,100,0
1092,308,313,100,0
1093,308,318,100,0
1094,308,323,100,0
1095,313,313,100,0
1096,313,318,100,0
1097,313,323,100,0
1098,318,318,100,0
1099,318,323,100,0
1100,323,323,100,0
1101,303,304,100,0
1102,303,309,100,0
1103,303,314,100,0
1104,303,319,100,0
1105,303,324,100,0
1106,308,304,100,0
1107,308,309,100,0
1108,308,314,100,0
1109,308,319,100,0
1110,308,324,100,0
1111,313,304,100,0
1112,313,309,100,0
1113,313,314,100,0
1114,313,319,100,0
1115,313,324,100,0
1116,318,304,100,0
1117,318,309,100,0
1118,318,314,100,0
1119,318,319,100,0
1120,318,324,100,0
1121,323,304,100,0
1122,323,309,100,0
1123,323,314,100,0
1124,323,319,100,0
1125,323,324,100,0
1126,303,302,100,0
1127,303,307,100,0
1128,303,312,100,0
1129,303,317,100,0
1130,303,322,100,0
1131,308,302,100,0
1132,308,307,100,0
1133,308,312,100,0
1134,308,317,100,0
1135,308,322,100,0
1136,313,302,100,0
1137,313,307,100,0
1138,313,312,100,0
1139,313,317,100,0
1140,313,322,100,0
1141,318,302,100,0
1142,318,307,100,0
1143,318,312,100,0
1144,318,317,100,0
1145,318,322,100,0
1146,323,302,100,0
1147,323,307,100,0
1148,323,312,100,0
1149,323,317,100,0
1150,323,322,100,0
1151,304,421,100,0
1152,304,422,100,0
1153,304,423,100,0
1154,304,424,100,0
1155,304,425,100,0
1156,309,421,100,0
1157,309,422,100,0
1158,309,423,100,0
1159,309,424,100,0
1160,309,425,100,0
1161,314,421,100,0
1162,314,422,100,0
1163,314,423,100,0
1164,314,424,100,0
1165,314,425,100,0
1166,319,421,100,0
1167,319,422,100,0
1168,319,423,100,0
1169,319,424,100,0
1170,319,425,100,0
1171,324,421,100,0
1172,324,422,100,0
1173,324,423,100,0
1174,324,424,100,0
1175,324,425,100,0
1176,302,421,100,0
1177,302,422,100,0
1178,302,423,100,0
1179,302,424,100,0
1180,302,425,100,0
1181,307,421,100,0
1182,307,422,100,0
1183,307,423,100,0
1184,307,424,100,0
1185,307,425,100,0
1186,312,421,100,0
1187,312,422,100,0
1188,312,423,100,0
1189,312,424,100,0
1190,312,425,100,0
1191,317,421,100,0
1192,317,422,100,0
1193,317,423,100,0
1194,317,424,100,0
1195,317,425,100,0
1196,322,421,100,0
1197,322,422,100,0
1198,322,423,100,0
1199,322,424,100,0
1200,322,425,100,0
1201,326,326,100,0
1202,326,331,100,0
1203,326,336,100,0
1204,326,341,100,0
1205,326,346,100,0
1206,331,331,100,0
1207,331,336,100,0
1208,331,341,100,0
1209,331,346,100,0
1210,336,336,100,0
1211,336,341,100,0
1212,336,346,100,0
1213,341,341,100,0
1214,341,346,100,0
1215,346,346,100,0
1216,327,329,100,0
1217,327,334,100,0
1218,327,339,100,0
1219,327,344,100,0
1220,327,349,100,0
1221,332,329,100,0
1222,332,334,100,0
1223,332,339,100,0
1224,332,344,100,0
1225,332,349,100,0
1226,337,329,100,0
1227,337,334,100,0
1228,337,339,100,0
1229,337,344,100,0
1230,337,349,100,0
1231,342,329,100,0
1232,342,334,100,0
1233,342,339,100,0
1234,342,344,100,0
1235,342,349,100,0
1236,347,329,100,0
1237,347,334,100,0
1238,347,339,100,0
1239,347,344,100,0
1240,347,349,100,0
1241,326,329,100,0
1242,326,334,100,0
1243,326,339,100,0
1244,326,344,100,0
1245,326,349,100,0
1246,331,329,100,0
1247,331,334,100,0
1248,331,339,100,0
1249,331,344,100,0
1250,331,349,100,0
1251,336,329,100,0
1252,336,334,100,0
1253,336,339,100,0
1254,336,344,100,0
1255,336,349,100,0
1256,341,329,100,0
1257,341,334,100,0
1258,341,339,100,0
1259,341,344,100,0
1260,341,349,100,0
1261,346,329,100,0
1262,346,334,100,0
1263,346,339,100,0
1264,346,344,100,0
1265,346,349,100,0
1266,326,327,100,0
1267,326,332,100,0
1268,326,337,100,0
1269,326,342,100,0
1270,326,347,100,0
1271,331,327,100,0
1272,331,332,100,0
1273,331,337,100,0
1274,331,342,100,0
1275,331,347,100,0
1276,336,327,100,0
1277,336,332,100,0
1278,336,337,100,0
1279,336,342,100,0
1280,336,347,100,0
1281,341,327,100,0
1282,341,332,100,0
1283,341,337,100,0
1284,341,342,100,0
1285,341,347,100,0
1286,346,327,100,0
1287,346,332,100,0
1288,346,337,100,0
1289,346,342,100,0
1290,346,347,100,0
1291,326,328,100,0
1292,326,333,100,0
1293,326,338,100,0
1294,326,343,100,0
1295,326,348,100,0
1296,331,328,100,0
1297,331,333,100,0
1298,331,338,100,0
1299,331,343,100,0
1300,331,348,100,0
1301,336,328,100,0
1302,336,333,100,0
1303,336,338,100,0
1304,336,343,100,0
1305,336,348,100,0
1306,341,328,100,0
1307,341,333,100,0
1308,341,338,100,0
1309,341,343,100,0
1310,341,348,100,0
1311,346,328,100,0
1312,346,333,100,0
1313,346,338,100,0
1314,346,343,100,0
1315,346,348,100,0
1316,328,328,100,0
1317,328,333,100,0
1318,328,338,100,0
1319,328,343,100,0
1320,328,348,100,0
1321,333,333,100,0
1322,333,338,100,0
1323,333,343,100,0
1324,333,348,100,0
1325,338,338,100,0
1326,338,343,100,0
1327,338,348,100,0
1328,343,343,100,0
1329,343,348,100,0
1330,348,348,100,0
1331,328,329,100,0
1332,328,334,100,0
1333,328,339,100,0
1334,328,344,100,0
1335,328,349,100,0
1336,333,329,100,0
1337,333,334,100,0
1338,333,339,100,0
1339,333,344,100,0
1340,333,349,100,0
1341,338,329,100,0
1342,338,334,100,0
1343,338,339,100,0
1344,338,344,100,0
1345,338,349,100,0
1346,343,329,100,0
1347,343,334,100,0
1348,343,339,100,0
1349,343,344,100,0
1350,343,349,100,0
1351,348,329,100,0
1352,348,334,100,0
1353,348,339,100,0
1354,348,344,100,0
