INDEX,ITEM_ID,ITEM_NUM,ITEM_SHOW_LEVEL,COST_TYPE_1,COST_NUM_1,FIRST_SHOW,PET_ID,REFRESH_RATE,LEVEL_MIN,LEVEL_MAX
910182,40113,10,0,1000001,250,0,30113,188,25,29
910183,40102,10,0,1000001,250,0,30102,188,25,29
910184,40099,10,0,1000001,250,0,30099,188,25,29
910185,40111,10,0,1000001,250,0,30111,188,25,29
910186,40106,10,0,1000001,250,0,30106,188,25,29
910187,40075,10,0,1000001,250,0,30075,188,25,29
910188,2000008,10,0,1000004,100,0,0,380,25,29
910189,2000008,30,0,1000004,300,0,0,380,25,29
910190,2000008,50,0,1000004,500,0,0,380,25,29
910191,2000002,10,0,1000004,50,0,0,380,25,29
910192,2000002,20,0,1000001,100,0,0,380,25,29
910193,2000002,50,0,1000001,250,0,0,380,25,29
910194,2000001,10,0,1000001,100,0,0,380,25,29
910195,2000001,20,0,1000001,200,0,0,380,25,29
910196,2000001,50,0,1000001,500,0,0,380,25,29
910197,30293,1,0,1000004,20,0,0,630,25,29
910198,30299,1,0,1000004,50,0,0,630,25,29
910199,30305,1,0,1000004,200,0,0,630,25,29
910200,1000002,100000,0,1000004,10,0,0,630,25,29
910201,1000002,300000,0,1000001,30,0,0,630,25,29
910202,1000002,500000,0,1000001,50,0,0,630,25,29
910203,40074,5,0,1000004,100,0,30074,200,30,34
910204,40076,5,0,1000004,100,0,30076,200,30,34
910205,40077,5,0,1000004,100,0,30077,200,30,34
910206,40078,5,0,1000004,100,0,30078,200,30,34
910207,40079,5,0,1000004,100,0,30079,200,30,34
910208,40080,5,0,1000004,100,0,30080,200,30,34
910209,40081,5,0,1000004,100,0,30081,200,30,34
910210,40082,5,0,1000004,100,0,30082,200,30,34
910211,40083,5,0,1000004,100,0,30083,200,30,34
910212,40084,5,0,1000004,100,0,30084,200,30,34
910213,40085,5,0,1000004,100,0,30085,200,30,34
910214,40086,5,0,1000004,100,0,30086,200,30,34
910215,40087,5,0,1000004,100,0,30087,200,30,34
910216,40088,5,0,1000004,100,0,30088,200,30,34
910217,40089,5,0,1000004,100,0,30089,200,30,34
910218,40090,5,0,1000004,100,0,30090,200,30,34
910219,40091,5,0,1000004,100,0,30091,200,30,34
910220,40092,5,0,1000004,100,0,30092,200,30,34
910221,40074,10,0,1000004,200,0,30074,200,30,34
910222,40076,10,0,1000004,200,0,30076,200,30,34
910223,40077,10,0,1000004,200,0,30077,200,30,34
910224,40078,10,0,1000004,200,0,30078,200,30,34
910225,40079,10,0,1000004,200,0,30079,200,30,34
910226,40080,10,0,1000004,200,0,30080,200,30,34
910227,40081,10,0,1000004,200,0,30081,200,30,34
910228,40082,10,0,1000004,200,0,30082,200,30,34
910229,40083,10,0,1000004,200,0,30083,200,30,34
910230,40084,10,0,1000004,200,0,30084,200,30,34
910231,40085,10,0,1000004,200,0,30085,200,30,34
910232,40086,10,0,1000004,200,0,30086,200,30,34
910233,40087,10,0,1000004,200,0,30087,200,30,34
910234,40088,10,0,1000004,200,0,30088,200,30,34
910235,40089,10,0,1000004,200,0,30089,200,30,34
910236,40090,10,0,1000004,200,0,30090,200,30,34
910237,40091,10,0,1000004,200,0,30091,200,30,34
910238,40092,10,0,1000004,200,0,30092,200,30,34
910239,40098,5,0,1000004,125,0,30098,100,30,34
910240,40117,5,0,1000004,125,0,30117,100,30,34
910241,40105,5,0,1000004,125,0,30105,100,30,34
910242,40108,5,0,1000004,125,0,30108,100,30,34
910243,40103,5,0,1000004,125,0,30103,100,30,34
910244,40116,5,0,1000004,125,0,30116,100,30,34
910245,40100,5,0,1000004,125,0,30100,100,30,34
910246,40094,5,0,1000004,125,0,30094,100,30,34
910247,40096,5,0,1000004,125,0,30096,100,30,34
910248,40093,5,0,1000004,125,0,30093,100,30,34
910249,40097,5,0,1000004,125,0,30097,100,30,34
910250,40104,5,0,1000004,125,0,30104,100,30,34
910251,40115,5,0,1000004,125,0,30115,100,30,34
910252,40112,5,0,1000004,125,0,30112,100,30,34
910253,40118,5,0,1000004,125,0,30118,100,30,34
910254,40095,5,0,1000004,125,0,30095,100,30,34
910255,40107,5,0,1000004,125,0,30107,100,30,34
910256,40110,5,0,1000004,125,0,30110,100,30,34
910257,40101,5,0,1000004,125,0,30101,100,30,34
910258,40113,5,0,1000004,125,0,30113,100,30,34
910259,40102,5,0,1000004,125,0,30102,100,30,34
910260,40099,5,0,1000004,125,0,30099,100,30,34
910261,40111,5,0,1000004,125,0,30111,100,30,34
910262,40106,5,0,1000004,125,0,30106,100,30,34
910263,40075,5,0,1000004,125,0,30075,100,30,34
910264,40098,10,0,1000001,250,0,30098,188,30,34
910265,40117,10,0,1000001,250,0,30117,188,30,34
910266,40105,10,0,1000001,250,0,30105,188,30,34
910267,40108,10,0,1000001,250,0,30108,188,30,34
910268,40103,10,0,1000001,250,0,30103,188,30,34
910269,40116,10,0,1000001,250,0,30116,188,30,34
910270,40100,10,0,1000001,250,0,30100,188,30,34
910271,40094,10,0,1000001,250,0,30094,188,30,34
910272,40096,10,0,1000001,250,0,30096,188,30,34
910273,40093,10,0,1000001,250,0,30093,188,30,34
910274,40097,10,0,1000001,250,0,30097,188,30,34
910275,40104,10,0,1000001,250,0,30104,188,30,34
910276,40115,10,0,1000001,250,0,30115,188,30,34
910277,40112,10,0,1000001,250,0,30112,188,30,34
910278,40118,10,0,1000001,250,0,30118,188,30,34
910279,40095,10,0,1000001,250,0,30095,188,30,34
910280,40107,10,0,1000001,250,0,30107,188,30,34
910281,40110,10,0,1000001,250,0,30110,188,30,34
910282,40101,10,0,1000001,250,0,30101,188,30,34
910283,40113,10,0,1000001,250,0,30113,188,30,34
910284,40102,10,0,1000001,250,0,30102,188,30,34
910285,40099,10,0,1000001,250,0,30099,188,30,34
910286,40111,10,0,1000001,250,0,30111,188,30,34
910287,40106,10,0,1000001,250,0,30106,188,30,34
910288,40075,10,0,1000001,250,0,30075,188,30,34
910289,2000008,10,0,1000004,100,0,0,380,30,34
910290,2000008,30,0,1000004,300,0,0,380,30,34
910291,2000008,50,0,1000004,500,0,0,380,30,34
910292,2000002,10,0,1000004,50,0,0,380,30,34
910293,2000002,20,0,1000001,100,0,0,380,30,34
910294,2000002,50,0,1000001,250,0,0,380,30,34
910295,2000001,10,0,1000001,100,0,0,380,30,34
910296,2000001,20,0,1000001,200,0,0,380,30,34
910297,2000001,50,0,1000001,500,0,0,380,30,34
910298,30293,1,0,1000004,20,0,0,380,30,34
910299,30299,1,0,1000004,50,0,0,380,30,34
910300,30305,1,0,1000004,200,0,0,380,30,34
910301,1000002,100000,0,1000004,10,0,0,880,30,34
910302,1000002,300000,0,1000001,30,0,0,880,30,34
910303,1000002,500000,0,1000001,50,0,0,880,30,34
910304,40074,5,0,1000004,100,0,30074,200,35,39
910305,40076,5,0,1000004,100,0,30076,200,35,39
910306,40077,5,0,1000004,100,0,30077,200,35,39
910307,40078,5,0,1000004,100,0,30078,200,35,39
910308,40079,5,0,1000004,100,0,30079,200,35,39
910309,40080,5,0,1000004,100,0,30080,200,35,39
910310,40081,5,0,1000004,100,0,30081,200,35,39
910311,40082,5,0,1000004,100,0,30082,200,35,39
910312,40083,5,0,1000004,100,0,30083,200,35,39
910313,40084,5,0,1000004,100,0,30084,200,35,39
910314,40085,5,0,1000004,100,0,30085,200,35,39
910315,40086,5,0,1000004,100,0,30086,200,35,39
910316,40087,5,0,1000004,100,0,30087,200,35,39
910317,40088,5,0,1000004,100,0,30088,200,35,39
910318,40089,5,0,1000004,100,0,30089,200,35,39
910319,40090,5,0,1000004,100,0,30090,200,35,39
910320,40091,5,0,1000004,100,0,30091,200,35,39
910321,40092,5,0,1000004,100,0,30092,200,35,39
910322,40074,10,0,1000004,200,0,30074,200,35,39
910323,40076,10,0,1000004,200,0,30076,200,35,39
910324,40077,10,0,1000004,200,0,30077,200,35,39
910325,40078,10,0,1000004,200,0,30078,200,35,39
910326,40079,10,0,1000004,200,0,30079,200,35,39
910327,40080,10,0,1000004,200,0,30080,200,35,39
910328,40081,10,0,1000004,200,0,30081,200,35,39
910329,40082,10,0,1000004,200,0,30082,200,35,39
910330,40083,10,0,1000004,200,0,30083,200,35,39
910331,40084,10,0,1000004,200,0,30084,200,35,39
910332,40085,10,0,1000004,200,0,30085,200,35,39
910333,40086,10,0,1000004,200,0,30086,200,35,39
910334,40087,10,0,1000004,200,0,30087,200,35,39
910335,40088,10,0,1000004,200,0,30088,200,35,39
910336,40089,10,0,1000004,200,0,30089,200,35,39
910337,40090,10,0,1000004,200,0,30090,200,35,39
910338,40091,10,0,1000004,200,0,30091,200,35,39
910339,40092,10,0,1000004,200,0,30092,200,35,39
910340,40098,5,0,1000004,125,0,30098,100,35,39
910341,40117,5,0,1000004,125,0,30117,100,35,39
910342,40105,5,0,1000004,125,0,30105,100,35,39
910343,40108,5,0,1000004,125,0,30108,100,35,39
910344,40103,5,0,1000004,125,0,30103,100,35,39
910345,40116,5,0,1000004,125,0,30116,100,35,39
910346,40100,5,0,1000004,125,0,30100,100,35,39
910347,40094,5,0,1000004,125,0,30094,100,35,39
910348,40096,5,0,1000004,125,0,30096,100,35,39
910349,40093,5,0,1000004,125,0,30093,100,35,39
910350,40097,5,0,1000004,125,0,30097,100,35,39
910351,40104,5,0,1000004,125,0,30104,100,35,39
910352,40115,5,0,1000004,125,0,30115,100,35,39
910353,40112,5,0,1000004,125,0,30112,100,35,39
910354,40118,5,0,1000004,125,0,30118,100,35,39
910355,40095,5,0,1000004,125,0,30095,100,35,39
910356,40107,5,0,1000004,125,0,30107,100,35,39
910357,40110,5,0,1000004,125,0,30110,100,35,39
910358,40101,5,0,1000004,125,0,30101,100,35,39
910359,40113,5,0,1000004,125,0,30113,100,35,39
910360,40102,5,0,1000004,125,0,30102,100,35,39
910361,40099,5,0,1000004,125,0,30099,100,35,39
910362,40111,5,0,1000004,125,0,30111,100,35,39
910363,40106,5,0,1000004,125,0,30106,100,35,39
910364,40075,5,0,1000004,125,0,30075,100,35,39
910365,40098,10,0,1000001,250,0,30098,188,35,39
910366,40117,10,0,1000001,250,0,30117,188,35,39
910367,40105,10,0,1000001,250,0,30105,188,35,39
910368,40108,10,0,1000001,250,0,30108,188,35,39
910369,40103,10,0,1000001,250,0,30103,188,35,39
910370,40116,10,0,1000001,250,0,30116,188,35,39
910371,40100,10,0,1000001,250,0,30100,188,35,39
910372,40094,10,0,1000001,250,0,30094,188,35,39
910373,40096,10,0,1000001,250,0,30096,188,35,39
910374,40093,10,0,1000001,250,0,30093,188,35,39
910375,40097,10,0,1000001,250,0,30097,188,35,39
910376,40104,10,0,1000001,250,0,30104,188,35,39
910377,40115,10,0,1000001,250,0,30115,188,35,39
910378,40112,10,0,1000001,250,0,30112,188,35,39
910379,40118,10,0,1000001,250,0,30118,188,35,39
910380,40095,10,0,1000001,250,0,30095,188,35,39
910381,40107,10,0,1000001,250,0,30107,188,35,39
910382,40110,10,0,1000001,250,0,30110,188,35,39
910383,40101,10,0,1000001,250,0,30101,188,35,39
910384,40113,10,0,1000001,250,0,30113,188,35,39
910385,40102,10,0,1000001,250,0,30102,188,35,39
910386,40099,10,0,1000001,250,0,30099,188,35,39
910387,40111,10,0,1000001,250,0,30111,188,35,39
910388,40106,10,0,1000001,250,0,30106,188,35,39
910389,40075,10,0,1000001,250,0,30075,188,35,39
910390,2000008,10,0,1000004,100,0,0,330,35,39
910391,2000008,30,0,1000004,300,0,0,330,35,39
910392,2000008,50,0,1000004,500,0,0,330,35,39
910393,2000002,10,0,1000004,50,0,0,330,35,39
910394,2000002,20,0,1000001,100,0,0,330,35,39
910395,2000002,50,0,1000001,250,0,0,330,35,39
910396,2000001,10,0,1000001,100,0,0,580,35,39
910397,2000001,20,0,1000001,200,0,0,580,35,39
910398,2000001,50,0,1000001,500,0,0,580,35,39
910399,30293,1,0,1000004,20,0,0,580,35,39
910400,30299,1,0,1000004,50,0,0,580,35,39
910401,30305,1,0,1000004,200,0,0,580,35,39
910402,1000002,100000,0,1000004,10,0,0,580,35,39
910403,1000002,300000,0,1000001,30,0,0,580,35,39
910404,1000002,500000,0,1000001,50,0,0,580,35,39
910405,40074,5,0,1000004,100,0,30074,200,40,120
910406,40076,5,0,1000004,100,0,30076,200,40,120
910407,40077,5,0,1000004,100,0,30077,200,40,120
910408,40078,5,0,1000004,100,0,30078,200,40,120
910409,40079,5,0,1000004,100,0,30079,200,40,120
910410,40080,5,0,1000004,100,0,30080,200,40,120
910411,40081,5,0,1000004,100,0,30081,200,40,120
910412,40082,5,0,1000004,100,0,30082,200,40,120
910413,40083,5,0,1000004,100,0,30083,200,40,120
910414,40084,5,0,1000004,100,0,30084,200,40,120
910415,40085,5,0,1000004,100,0,30085,200,40,120
910416,40086,5,0,1000004,100,0,30086,200,40,120
910417,40087,5,0,1000004,100,0,30087,200,40,120
910418,40088,5,0,1000004,100,0,30088,200,40,120
910419,40089,5,0,1000004,100,0,30089,200,40,120
910420,40090,5,0,1000004,100,0,30090,200,40,120
910421,40091,5,0,1000004,100,0,30091,200,40,120
910422,40092,5,0,1000004,100,0,30092,200,40,120
910423,40074,10,0,1000004,200,0,30074,200,40,120
910424,40076,10,0,1000004,200,0,30076,200,40,120
910425,40077,10,0,1000004,200,0,30077,200,40,120
910426,40078,10,0,1000004,200,0,30078,200,40,120
910427,40079,10,0,1000004,200,0,30079,200,40,120
910428,40080,10,0,1000004,200,0,30080,200,40,120
910429,40081,10,0,1000004,200,0,30081,200,40,120
910430,40082,10,0,1000004,200,0,30082,200,40,120
910431,40083,10,0,1000004,200,0,30083,200,40,120
910432,40084,10,0,1000004,200,0,30084,200,40,120
910433,40085,10,0,1000004,200,0,30085,200,40,120
910434,40086,10,0,1000004,200,0,30086,200,40,120
910435,40087,10,0,1000004,200,0,30087,200,40,120
910436,40088,10,0,1000004,200,0,30088,200,40,120
910437,40089,10,0,1000004,200,0,30089,200,40,120
910438,40090,10,0,1000004,200,0,30090,200,40,120
910439,40091,10,0,1000004,200,0,30091,200,40,120
910440,40092,10,0,1000004,200,0,30092,200,40,120
910441,40098,5,0,1000004,125,0,30098,100,40,120
910442,40117,5,0,1000004,125,0,30117,100,40,120
910443,40105,5,0,1000004,125,0,30105,100,40,120
910444,40108,5,0,1000004,125,0,30108,100,40,120
910445,40103,5,0,1000004,125,0,30103,100,40,120
910446,40116,5,0,1000004,125,0,30116,100,40,120
910447,40100,5,0,1000004,125,0,30100,100,40,120
910448,40094,5,0,1000004,125,0,30094,100,40,120
910449,40096,5,0,1000004,125,0,30096,100,40,120
910450,40093,5,0,1000004,125,0,30093,100,40,120
910451,40097,5,0,1000004,125,0,30097,100,40,120
910452,40104,5,0,1000004,125,0,30104,100,40,120
910453,40115,5,0,1000004,125,0,30115,100,40,120
910454,40112,5,0,1000004,125,0,30112,100,40,120
910455,40118,5,0,1000004,125,0,30118,100,40,120
910456,40095,5,0,1000004,125,0,30095,100,40,120
910457,40107,5,0,1000004,125,0,30107,100,40,120
910458,40110,5,0,1000004,125,0,30110,100,40,120
910459,40101,5,0,1000004,125,0,30101,100,40,120
910460,40113,5,0,1000004,125,0,30113,100,40,120
910461,40102,5,0,1000004,125,0,30102,100,40,120
910462,40099,5,0,1000004,125,0,30099,100,40,120
910463,40111,5,0,1000004,125,0,30111,100,40,120
910464,40106,5,0,1000004,125,0,30106,100,40,120
910465,40075,5,0,1000004,125,0,30075,100,40,120
910466,40098,10,0,1000001,250,0,30098,188,40,120
910467,40117,10,0,1000001,250,0,30117,188,40,120
910468,40105,10,0,1000001,250,0,30105,188,40,120
910469,40108,10,0,1000001,250,0,30108,188,40,120
910470,40103,10,0,1000001,250,0,30103,188,40,120
910471,40116,10,0,1000001,250,0,30116,188,40,120
910472,40100,10,0,1000001,250,0,30100,188,40,120
910473,40094,10,0,1000001,250,0,30094,188,40,120
910474,40096,10,0,1000001,250,0,30096,188,40,120
910475,40093,10,0,1000001,250,0,30093,188,40,120
910476,40097,10,0,1000001,250,0,30097,188,40,120
910477,40104,10,0,1000001,250,0,30104,188,40,120
910478,40115,10,0,1000001,250,0,30115,188,40,120
910479,40112,10,0,1000001,250,0,30112,188,40,120
910480,40118,10,0,1000001,250,0,30118,188,40,120
910481,40095,10,0,1000001,250,0,30095,188,40,120
910482,40107,10,0,1000001,250,0,30107,188,40,120
910483,40110,10,0,1000001,250,0,30110,188,40,120
910484,40101,10,0,1000001,250,0,30101,188,40,120
910485,40113,10,0,1000001,250,0,30113,188,40,120
910486,40102,10,0,1000001,250,0,30102,188,40,120
910487,40099,10,0,1000001,250,0,30099,188,40,120
910488,40111,10,0,1000001,250,0,30111,188,40,120
910489,40106,10,0,1000001,250,0,30106,188,40,120
910490,40075,10,0,1000001,250,0,30075,188,40,120
910491,2000008,10,0,1000004,100,0,0,480,40,120
910492,2000008,30,0,1000004,300,0,0,480,40,120
910493,2000008,50,0,1000004,500,0,0,480,40,120
910494,2000002,10,0,1000004,50,0,0,480,40,120
910495,2000002,20,0,1000001,100,0,0,480,40,120
910496,2000002,50,0,1000001,250,0,0,480,40,120
910497,2000001,10,0,1000001,100,0,0,480,40,120
910498,2000001,20,0,1000001,200,0,0,480,40,120
910499,2000001,50,0,1000001,500,0,0,480,40,120
910500,30293,1,0,1000004,20,0,0,480,40,120
910501,30299,1,0,1000004,50,0,0,480,40,120
910502,30305,1,0,1000004,200,0,0,480,40,120
910503,1000002,100000,0,1000004,10,0,0,480,40,120
910504,1000002,300000,0,1000001,30,0,0,480,40,120
910505,1000002,500000,0,1000001,50,0,0,480,40,120
