INDEX,LEVEL_MIN,LEVEL_MAX,WEIGHT,ROLE_LEVEL,ROLE_ID,PET_ID1,PET_ID2,PET_ID3
565,81,90,100,87,50112,30079,30085,30105
566,81,90,100,86,50012,30083,30092,30099
567,81,90,100,87,50112,30081,30084,30094
568,81,90,100,81,50112,30081,30082,30100
569,81,90,100,90,50012,30082,30084,30116
570,81,90,100,83,50012,30080,30085,30098
571,81,90,100,89,50112,30074,30092,30102
572,81,90,100,86,50012,30088,30097,30112
573,81,90,100,89,50112,30081,30082,30096
574,81,90,100,83,50012,30079,30080,30117
575,81,90,100,81,50112,30095,30090,30107
576,81,90,100,90,50112,30095,30077,30110
577,81,90,100,83,50012,30095,30090,30107
578,81,90,200,84,50111,30083,30074,30111
579,81,90,200,83,50011,30097,30087,30076
580,81,90,200,87,50011,30095,30077,30110
581,81,90,200,84,50011,30083,30074,30111
582,81,90,200,86,50111,30083,30074,30106
583,81,90,200,90,50111,30088,30097,30112
584,81,90,200,89,50011,30090,30077,30113
585,91,100,100,95,50013,30082,30084,30116
586,91,100,100,97,50113,30081,30084,30094
587,91,100,100,96,50013,30088,30087,30118
588,91,100,100,92,50013,30079,30085,30103
589,91,100,100,91,50113,30079,30085,30103
590,91,100,100,100,50013,30079,30080,30117
591,91,100,100,92,50013,30080,30085,30098
592,91,100,100,94,50013,30083,30074,30106
593,91,100,100,93,50113,30090,30077,30113
594,91,100,100,94,50013,30088,30097,30112
595,91,100,100,98,50113,30088,30087,30118
596,91,100,100,96,50113,30083,30092,30099
597,91,100,100,93,50113,30082,30084,30116
598,91,100,100,100,50113,30080,30085,30098
599,91,100,100,96,50113,30081,30082,30096
600,91,100,100,91,50013,30095,30077,30110
601,91,100,100,98,50013,30095,30090,30107
602,91,100,100,94,50113,30088,30087,30118
603,91,100,100,93,50113,30088,30097,30112
604,91,100,100,93,50013,30074,30092,30102
605,91,100,100,98,50013,30081,30082,30100
606,91,100,100,95,50013,30088,30097,30104
607,91,100,100,93,50113,30097,30087,30076
608,91,100,100,97,50013,30083,30074,30106
609,91,100,100,95,50113,30079,30085,30105
610,91,100,100,96,50113,30090,30077,30113
611,91,100,100,91,50012,30074,30092,30102
612,91,100,100,98,50012,30079,30085,30103
613,91,100,100,98,50012,30079,30085,30105
614,91,100,100,97,50012,30081,30082,30096
615,91,100,100,97,50012,30079,30080,30117
616,91,100,100,98,50112,30088,30097,30104
617,91,100,100,94,50012,30095,30090,30107
618,91,100,100,96,50012,30083,30074,30111
619,91,100,100,95,50012,30097,30087,30076
620,91,100,100,92,50112,30081,30084,30094
621,91,100,100,99,50112,30095,30077,30110
622,91,100,100,93,50112,30082,30084,30116
623,91,100,100,98,50012,30083,30074,30111
624,91,100,100,95,50112,30083,30092,30099
625,91,100,100,92,50112,30081,30084,30094
626,91,100,100,96,50012,30081,30082,30100
627,91,100,100,91,50012,30079,30103,30108
628,91,100,100,92,50112,30081,30094,30096
629,91,100,100,95,50012,30081,30100,30093
630,91,100,100,92,50112,30084,30116,30100
631,91,100,100,98,50012,30085,30098,30105
632,91,100,100,92,50112,30079,30105,30108
633,91,100,100,92,50112,30083,30099,30111
634,91,100,100,97,50012,30079,30117,30108
