INDEX,NAME,TIP_TITLE,INFO,TYPE,ATTACK_SKILL,SKILL_ATLAS_NAME,SKILL_SPRITE_NAME,START_MOTION,START_EFFECT,START_TIME,ATTACK_MOTION,ATTACK_EFFECT,EFFECT_SPACE,ATTACK_DISTANCE,ATTACK_TIME,HIT_MOTION,DAMAGE_EFFECT,DO_HIT_TIME,DAMAGE,ADD_DAMAGE,DAMAGE_TYPE_PARAM,DAMAGE_TIME,DAMAGE_COUNT,MULT_EFFECT,EXTRA_PARAM,DAMAGE_RANGE,CAMERA_SHAKE,BEAT_BACK,CD_TIME,ADD_CD_TIME,NEED_MP,ADD_NEED_MP,FLY_LENGTH,FLY_SPEED,OBJECT_ID,OBJECT_TIME,TARGET_CONDITION,BUFF_TARGET_TYPE,BUFF_ADDITION,BUFF_PROBABILITY_BASE,BUFF_PROBABILITY_ADD,BUFF_RANGE,ATTACK_STATE,IS_ANIME,ANIME_EFFECT,PAUSE_TIME,ITEM_TYPE,ITEM_ID,ITEM_NUM,COST_TYPE,COST_ID,COST_NUM,START_BATTLE,UPGRADE_BATTLE,ICON,DAMAGE_NUM,ADD_DAMAGE_NUM,ATTACK_TYPE,SKILL_CONDITION
108031,第二章BOSS石玑技能,灵鸟飞翔,狻猊火BOSS技能1 done,FlySkill,0,0,0,skill,5259,1.5,0,5097,0,9,0.9,hit,0,0,32000,1400,0,0,0,0,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108032,第三章BOSS树精灵技能,龙卷风,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5257,1.5,0,9013,0,9,0.9,hit,0,0,8000,200,0,0.5,8,0,0,3.5,0,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,10,0,1,0
108033,第四章BOSS珠贝仙子技能,海浪,狻猊火BOSS技能1 done,FlySkill,0,0,0,skill,5259,1.5,0,5122,0,9,0.9,hit,0,0,32000,1400,0,0,0,0,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108034,第五章BOSS吞天兽技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5257,1.5,0,5170,0,9,0.9,hit,0,0,28000,1000,0,1,1,0,0,3.5,1,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,30,0,1,0
108035,第五章BOSS吞天兽技能,火焰拍击,狻猊火BOSS技能1 done,FlySkill,0,0,0,skill,5259,1.5,0,2035,0,9,0.9,hit,0,0,32000,1400,0,0,0,0,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108036,第六章BOSS霞光朱雀技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5257,1.5,0,5246,0,9,0.9,hit,0,0,8000,200,0,0.5,8,0,0,3.5,0,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,10,0,1,0
108037,第六章BOSS霞光朱雀技能,火焰拍击,狻猊火BOSS技能1 done,FlySkill,0,0,0,skill,5259,1.5,0,5116,0,9,0.9,hit,0,0,32000,1400,0,0,0,0,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108038,第七章BOSS锁魄白使技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5257,1.5,0,5133,0,9,0.9,hit,0,0,28000,1000,0,1,1,0,0,3.5,1,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,30,0,1,0
108039,第七章BOSS锁魄白使技能,火焰拍击,狻猊火BOSS技能1 done,FlySkill,0,0,0,skill,5259,1.5,0,5186,0,9,0.9,hit,0,0,32000,1400,0,0,0,0,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108040,第八章BOSS羊力大仙技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5257,1.5,0,5153,0,9,0.9,hit,0,0,8000,200,0,0.5,8,0,0,3.5,0,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,10,0,1,0
108041,第八章BOSS羊力大仙技能,火焰拍击,狻猊火BOSS技能1 done,FlySkill,0,0,0,skill,5259,1.5,0,5204,0,9,0.9,hit,0,0,32000,1400,0,0,0,0,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108042,第九章BOSS执伞浪人技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5257,1.5,0,5242,0,9,0.9,hit,0,0,8000,200,0,0.5,8,0,0,3.5,0,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,10,0,1,0
108043,第十章BOSS猫天师技能,火焰拍击,狻猊火BOSS技能1 done,FlySkill,0,0,0,skill,5259,1.5,0,2000,0,9,0.9,hit,0,0,32000,1400,0,0,0,0,attack_effect=5134,3.5,1,0,8,0,0,0,20,30,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108044,第十一章BOSS雷火金刚技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5257,1.5,0,5237,0,9,0.9,hit,0,0,8000,200,0,0.5,8,0,0,3.5,0,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,10,0,1,0
108045,第十二章BOSS勾魂黑使技能,火焰拍击,狻猊火BOSS技能1 done,FlySkill,0,0,0,skill,5259,1.5,0,5186,0,9,0.9,hit,0,0,32000,1400,0,0,0,0,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108046,第十三章BOSS神木大圣技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5257,1.5,0,5246,0,9,0.9,hit,0,0,28000,1000,0,1,1,0,0,3.5,1,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,30,0,1,0
108047,第十三章BOSS神木大圣技能,火焰拍击,狻猊火BOSS技能1 done,FlySkill,0,0,0,skill,5259,1.5,0,5214,0,9,0.9,hit,0,0,32000,1400,0,0,0,0,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108048,第十四章BOSS冰凌元帅技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5257,1.5,0,5199,0,9,0.9,hit,0,0,28000,1000,0,1,1,0,0,3.5,0,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,30,0,1,0
108049,第十四章BOSS冰凌元帅技能,火焰拍击,狻猊火BOSS技能1 done,FlySkill,0,0,0,skill,5259,1.5,0,9017,0,9,0.9,hit,0,0,32000,1400,0,0,0,0,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108050,第十五章BOSS天道医师技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5257,1.5,0,5150,0,9,0.9,hit,0,0,28000,1000,0,1,1,0,0,3.5,1,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,30,0,1,0
108051,第十五章BOSS天道医师技能,火焰拍击,狻猊火BOSS技能1 done,FlySkill,0,0,0,skill,5259,1.5,0,5204,0,9,0.9,hit,0,0,32000,1400,0,0,0,0,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108052,第十六章BOSS独孤求败技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5257,1.5,0,5247,0,9,0.9,hit,0,0,8000,200,0,0.5,8,0,0,3.5,0,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,10,0,1,0
108053,第十六章BOSS独孤求败技能,火焰拍击,狻猊火BOSS技能1 done,FlySkill,0,0,0,skill,5259,1.5,0,5196,0,9,0.9,hit,0,0,32000,1400,0,0,0,0,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108054,第一章BOSS焚天技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5258,1.5,0,5170,0,9,0.9,hit,0,0,28000,1000,0,1,1,0,extra_count=3|extra_rate=1,3.5,1,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,30,0,1,0
108055,第二章BOSS石玑技能,灵鸟飞翔,狻猊火BOSS技能1 done,ThreeBulletSkill,0,0,0,skill,5260,1.5,0,5097,0,9,0.9,hit,0,0,32000,1400,30,0,3,1,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108056,第三章BOSS树精灵技能,龙卷风,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5258,1.5,0,9013,0,9,0.9,hit,0,0,8000,200,0,0.5,8,0,extra_count=2|extra_rate=2,3.5,0,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,10,0,1,0
108057,第四章BOSS珠贝仙子技能,海浪,狻猊火BOSS技能1 done,ThreeBulletSkill,0,0,0,skill,5260,1.5,0,5122,0,9,0.9,hit,0,0,32000,1400,30,0,3,1,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108058,第五章BOSS吞天兽技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5258,1.5,0,5170,0,9,0.9,hit,0,0,28000,1000,0,1,1,0,extra_count=3|extra_rate=1,3.5,1,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,30,0,1,0
108059,第五章BOSS吞天兽技能,火焰拍击,狻猊火BOSS技能1 done,ThreeBulletSkill,0,0,0,skill,5260,1.5,0,2035,0,9,0.9,hit,0,0,32000,1400,30,0,3,1,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108060,第六章BOSS霞光朱雀技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5258,1.5,0,5246,0,9,0.9,hit,0,0,8000,200,0,0.5,8,0,extra_count=2|extra_rate=2,3.5,0,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,10,0,1,0
108061,第六章BOSS霞光朱雀技能,火焰拍击,狻猊火BOSS技能1 done,ThreeBulletSkill,0,0,0,skill,5260,1.5,0,5116,0,9,0.9,hit,0,0,32000,1400,30,0,3,1,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108062,第七章BOSS锁魄白使技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5258,1.5,0,5133,0,9,0.9,hit,0,0,28000,1000,0,1,1,0,extra_count=3|extra_rate=1,3.5,1,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,30,0,1,0
108063,第七章BOSS锁魄白使技能,火焰拍击,狻猊火BOSS技能1 done,ThreeBulletSkill,0,0,0,skill,5260,1.5,0,5186,0,9,0.9,hit,0,0,32000,1400,30,0,3,1,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108064,第八章BOSS羊力大仙技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5258,1.5,0,5153,0,9,0.9,hit,0,0,8000,200,0,0.5,8,0,extra_count=2|extra_rate=2,3.5,0,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,10,0,1,0
108065,第八章BOSS羊力大仙技能,火焰拍击,狻猊火BOSS技能1 done,ThreeBulletSkill,0,0,0,skill,5260,1.5,0,5204,0,9,0.9,hit,0,0,32000,1400,30,0,3,1,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108066,第九章BOSS执伞浪人技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5258,1.5,0,5242,0,9,0.9,hit,0,0,8000,200,0,0.5,8,0,extra_count=2|extra_rate=2,3.5,0,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,10,0,1,0
108067,第十章BOSS猫天师技能,火焰拍击,狻猊火BOSS技能1 done,ThreeBulletSkill,0,0,0,skill,5260,1.5,0,5037,0,9,0.9,hit,0,0,32000,1400,30,0,3,1,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108068,第十一章BOSS雷火金刚技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5258,1.5,0,5237,0,9,0.9,hit,0,0,8000,200,0,0.5,8,0,extra_count=2|extra_rate=2,3.5,0,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,10,0,1,0
108069,第十二章BOSS勾魂黑使技能,火焰拍击,狻猊火BOSS技能1 done,ThreeBulletSkill,0,0,0,skill,5260,1.5,0,5186,0,9,0.9,hit,0,0,32000,1400,30,0,3,1,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108070,第十三章BOSS神木大圣技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5258,1.5,0,5246,0,9,0.9,hit,0,0,28000,1000,0,1,1,0,extra_count=3|extra_rate=1,3.5,1,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,30,0,1,0
108071,第十三章BOSS神木大圣技能,火焰拍击,狻猊火BOSS技能1 done,ThreeBulletSkill,0,0,0,skill,5260,1.5,0,5214,0,9,0.9,hit,0,0,32000,1400,30,0,3,1,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108072,第十四章BOSS冰凌元帅技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5258,1.5,0,5199,0,9,0.9,hit,0,0,28000,1000,0,1,1,0,extra_count=3|extra_rate=1,3.5,0,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,30,0,1,0
108073,第十四章BOSS冰凌元帅技能,火焰拍击,狻猊火BOSS技能1 done,ThreeBulletSkill,0,0,0,skill,5260,1.5,0,9017,0,9,0.9,hit,0,0,32000,1400,30,0,3,1,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108074,第十五章BOSS天道医师技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5258,1.5,0,5150,0,9,0.9,hit,0,0,28000,1000,0,1,1,0,extra_count=3|extra_rate=1,3.5,1,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,30,0,1,0
108075,第十五章BOSS天道医师技能,火焰拍击,狻猊火BOSS技能1 done,ThreeBulletSkill,0,0,0,skill,5260,1.5,0,5204,0,9,0.9,hit,0,0,32000,1400,30,0,3,1,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
108076,第十六章BOSS独孤求败技能,火龙喷发,狻猊火BOSS技能2 done,AOESkill,0,0,0,skill,5258,1.5,0,5247,0,9,0.9,hit,0,0,8000,200,0,0.5,8,0,extra_count=2|extra_rate=2,3.5,0,0,12,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,10,0,1,0
108077,第十六章BOSS独孤求败技能,火焰拍击,狻猊火BOSS技能1 done,ThreeBulletSkill,0,0,0,skill,5260,1.5,0,5196,0,9,0.9,hit,0,0,32000,1400,30,0,3,1,0,3.5,1,0,8,0,0,0,20,9,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,35,0,2,0
99999,测试专用,测试专用,男主,Bullet,1,0,0,skill_1,99999,0.1,0,0,0,999,0.9,hit,2000,0,0,0,0,0,0,1,0,0,1,0,0,0,25,9,0,0,0,0,0,10000,0,10000,99999,0,0,0,0,0,0,0,0,0,500,5,100,50,0,0,0,1,0
