INDEX,NAME,TIP_TITLE,INFO,SKILL_ATLAS_NAME,SKILL_SPRITE_NAME,ICON,ATTACK_AFFECT,ATTACK_AFFECT_OBJECT,ATTACK_TARGET_RANGE,ATTACK_AFFECT_RATE,ADD_ATTACK_AFFECT_RATE,HIT_AFFECT,HIT_AFFECT_OBJECT,HIT_TARGET_RANGE,HIT_AFFECT_RATE,ADD_HIT_AFFECT_RATE,AUREOLA_AFFECT,AUREOLA_AFFECT_RANGE,AUREOLA_AFFECT_OBJECT,AUREOLA_AFFECT_RATE,AUREOLA_AFFECT_TIME,ITEM_TYPE,ITEM_ID,ITEM_NUM,COST_TYPE,COST_ID,COST_NUM,START_BATTLE,UPGRADE_BATTLE
60104,黯然 Lv.4,黯然 Lv.4,\n\n使5米范围内敌人受到的伤害增加[00ff00]8%,SkillAtlas,skill_critic_8,0,60104,SELF,0,24,0.1,0,0,0,0,0,60104,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60105,黯然 Lv.5,黯然 Lv.5,\n\n使5米范围内敌人受到的伤害增加[00ff00]9%,SkillAtlas,skill_critic_8,0,60105,SELF,0,27,0.1,0,0,0,0,0,60105,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60106,黯然 Lv.6,黯然 Lv.6,\n\n使5米范围内敌人受到的伤害增加[00ff00]10%,SkillAtlas,skill_critic_8,0,60106,SELF,0,30,0.1,0,0,0,0,0,60106,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60107,黯然 Lv.7,黯然 Lv.7,\n\n使5米范围内敌人受到的伤害增加[00ff00]11%,SkillAtlas,skill_critic_8,0,60107,SELF,0,33,0.1,0,0,0,0,0,60107,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60108,黯然 Lv.8,黯然 Lv.8,\n\n使5米范围内敌人受到的伤害增加[00ff00]12%,SkillAtlas,skill_critic_8,0,60108,SELF,0,36,0.1,0,0,0,0,0,60108,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60109,黯然 Lv.9,黯然 Lv.9,\n\n使5米范围内敌人受到的伤害增加[00ff00]13%,SkillAtlas,skill_critic_8,0,60109,SELF,0,39,0.1,0,0,0,0,0,60109,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60110,黯然 Lv.10,黯然 Lv.10,\n\n使5米范围内敌人受到的伤害增加[00ff00]14%,SkillAtlas,skill_critic_8,0,60110,SELF,0,42,0.1,0,0,0,0,0,60110,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60201,迟缓 Lv.1,迟缓 Lv.1,\n\n降低5米范围内敌人闪避[00ff00]5%,SkillAtlas,skill_critic_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
200002,迟缓 Lv.2,迟缓 Lv.2,\n\n降低5米范围内敌人闪避[00ff00]7%,SkillAtlas,skill_critic_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
60203,迟缓 Lv.3,迟缓 Lv.3,\n\n降低5米范围内敌人闪避[00ff00]9%,SkillAtlas,skill_critic_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
60204,迟缓 Lv.4,迟缓 Lv.4,\n\n降低5米范围内敌人闪避[00ff00]11%,SkillAtlas,skill_critic_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
60205,迟缓 Lv.5,迟缓 Lv.5,\n\n降低5米范围内敌人闪避[00ff00]13%,SkillAtlas,skill_critic_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
60206,迟缓 Lv.6,迟缓 Lv.6,\n\n降低5米范围内敌人闪避[00ff00]15%,SkillAtlas,skill_critic_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
60207,迟缓 Lv.7,迟缓 Lv.7,\n\n降低5米范围内敌人闪避[00ff00]17%,SkillAtlas,skill_critic_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
60208,迟缓 Lv.8,迟缓 Lv.8,\n\n降低5米范围内敌人闪避[00ff00]19%,SkillAtlas,skill_critic_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
60209,迟缓 Lv.9,迟缓 Lv.9,\n\n降低5米范围内敌人闪避[00ff00]21%,SkillAtlas,skill_critic_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
60210,迟缓 Lv.10,迟缓 Lv.10,\n\n降低5米范围内敌人闪避[00ff00]23%,SkillAtlas,skill_critic_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
60301,损命 Lv.1,损命 Lv.1,\n\n降低5米范围内敌人的生命上限[00ff00]200[ffffff]点,SkillAtlas,skill_critic_48,0,0,0,0,0,0,0,0,0,0,0,60301,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60302,损命 Lv.2,损命 Lv.2,\n\n降低5米范围内敌人的生命上限[00ff00]400[ffffff]点,SkillAtlas,skill_critic_48,0,0,0,0,0,0,0,0,0,0,0,60302,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60303,损命 Lv.3,损命 Lv.3,\n\n降低5米范围内敌人的生命上限[00ff00]600[ffffff]点,SkillAtlas,skill_critic_48,0,0,0,0,0,0,0,0,0,0,0,60303,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60304,损命 Lv.4,损命 Lv.4,\n\n降低5米范围内敌人的生命上限[00ff00]800[ffffff]点,SkillAtlas,skill_critic_48,0,0,0,0,0,0,0,0,0,0,0,60304,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60305,损命 Lv.5,损命 Lv.5,\n\n降低5米范围内敌人的生命上限[00ff00]1000[ffffff]点,SkillAtlas,skill_critic_48,0,0,0,0,0,0,0,0,0,0,0,60305,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60306,损命 Lv.6,损命 Lv.6,\n\n降低5米范围内敌人的生命上限[00ff00]1200[ffffff]点,SkillAtlas,skill_critic_48,0,0,0,0,0,0,0,0,0,0,0,60306,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60307,损命 Lv.7,损命 Lv.7,\n\n降低5米范围内敌人的生命上限[00ff00]1400[ffffff]点,SkillAtlas,skill_critic_48,0,0,0,0,0,0,0,0,0,0,0,60307,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60308,损命 Lv.8,损命 Lv.8,\n\n降低5米范围内敌人的生命上限[00ff00]1600[ffffff]点,SkillAtlas,skill_critic_48,0,0,0,0,0,0,0,0,0,0,0,60308,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60309,损命 Lv.9,损命 Lv.9,\n\n降低5米范围内敌人的生命上限[00ff00]1800[ffffff]点,SkillAtlas,skill_critic_48,0,0,0,0,0,0,0,0,0,0,0,60309,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60310,损命 Lv.10,损命 Lv.10,\n\n降低5米范围内敌人的生命上限[00ff00]2000[ffffff]点,SkillAtlas,skill_critic_48,0,0,0,0,0,0,0,0,0,0,0,60310,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60401,虚弱 Lv.1,虚弱 Lv.1,\n\n降低5米范围内敌人的攻击力[00ff00]25[ffffff]点,SkillAtlas,skill_critic_51,0,0,0,0,0,0,0,0,0,0,0,60401,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60402,虚弱 Lv.2,虚弱 Lv.2,\n\n降低5米范围内敌人的攻击力[00ff00]35[ffffff]点,SkillAtlas,skill_critic_51,0,0,0,0,0,0,0,0,0,0,0,60402,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60403,虚弱 Lv.3,虚弱 Lv.3,\n\n降低5米范围内敌人的攻击力[00ff00]45[ffffff]点,SkillAtlas,skill_critic_51,0,0,0,0,0,0,0,0,0,0,0,60403,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60404,虚弱 Lv.4,虚弱 Lv.4,\n\n降低5米范围内敌人的攻击力[00ff00]55[ffffff]点,SkillAtlas,skill_critic_51,0,0,0,0,0,0,0,0,0,0,0,60404,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60405,虚弱 Lv.5,虚弱 Lv.5,\n\n降低5米范围内敌人的攻击力[00ff00]65[ffffff]点,SkillAtlas,skill_critic_51,0,0,0,0,0,0,0,0,0,0,0,60405,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60406,虚弱 Lv.6,虚弱 Lv.6,\n\n降低5米范围内敌人的攻击力[00ff00]75[ffffff]点,SkillAtlas,skill_critic_51,0,0,0,0,0,0,0,0,0,0,0,60406,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60407,虚弱 Lv.7,虚弱 Lv.7,\n\n降低5米范围内敌人的攻击力[00ff00]85[ffffff]点,SkillAtlas,skill_critic_51,0,0,0,0,0,0,0,0,0,0,0,60407,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60408,虚弱 Lv.8,虚弱 Lv.8,\n\n降低5米范围内敌人的攻击力[00ff00]95[ffffff]点,SkillAtlas,skill_critic_51,0,0,0,0,0,0,0,0,0,0,0,60408,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60409,虚弱 Lv.9,虚弱 Lv.9,\n\n降低5米范围内敌人的攻击力[00ff00]105[ffffff]点,SkillAtlas,skill_critic_51,0,0,0,0,0,0,0,0,0,0,0,60409,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60410,虚弱 Lv.10,虚弱 Lv.10,\n\n降低5米范围内敌人的攻击力[00ff00]115[ffffff]点,SkillAtlas,skill_critic_51,0,0,0,0,0,0,0,0,0,0,0,60410,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60501,诅咒 Lv.1,诅咒 Lv.1,\n\n使5米范围内敌人受到的伤害增加[00ff00]25[ffffff]点,SkillAtlas,skill_critic_56,0,0,0,0,0,0,0,0,0,0,0,60501,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60502,诅咒 Lv.2,诅咒 Lv.2,\n\n使5米范围内敌人受到的伤害增加[00ff00]35[ffffff]点,SkillAtlas,skill_critic_56,0,0,0,0,0,0,0,0,0,0,0,60502,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60503,诅咒 Lv.3,诅咒 Lv.3,\n\n使5米范围内敌人受到的伤害增加[00ff00]45[ffffff]点,SkillAtlas,skill_critic_56,0,0,0,0,0,0,0,0,0,0,0,60503,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60504,诅咒 Lv.4,诅咒 Lv.4,\n\n使5米范围内敌人受到的伤害增加[00ff00]55[ffffff]点,SkillAtlas,skill_critic_56,0,0,0,0,0,0,0,0,0,0,0,60504,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60505,诅咒 Lv.5,诅咒 Lv.5,\n\n使5米范围内敌人受到的伤害增加[00ff00]65[ffffff]点,SkillAtlas,skill_critic_56,0,0,0,0,0,0,0,0,0,0,0,60505,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60506,诅咒 Lv.6,诅咒 Lv.6,\n\n使5米范围内敌人受到的伤害增加[00ff00]75[ffffff]点,SkillAtlas,skill_critic_56,0,0,0,0,0,0,0,0,0,0,0,60506,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60507,诅咒 Lv.7,诅咒 Lv.7,\n\n使5米范围内敌人受到的伤害增加[00ff00]85[ffffff]点,SkillAtlas,skill_critic_56,0,0,0,0,0,0,0,0,0,0,0,60507,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60508,诅咒 Lv.8,诅咒 Lv.8,\n\n使5米范围内敌人受到的伤害增加[00ff00]95[ffffff]点,SkillAtlas,skill_critic_56,0,0,0,0,0,0,0,0,0,0,0,60508,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60509,诅咒 Lv.9,诅咒 Lv.9,\n\n使5米范围内敌人受到的伤害增加[00ff00]105[ffffff]点,SkillAtlas,skill_critic_56,0,0,0,0,0,0,0,0,0,0,0,60509,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60510,诅咒 Lv.10,诅咒 Lv.10,\n\n使5米范围内敌人受到的伤害增加[00ff00]115[ffffff]点,SkillAtlas,skill_critic_56,0,0,0,0,0,0,0,0,0,0,0,60510,5,ENEMY,100,0,1,1003,5,2,0,1000,500,5
60601,伏击 Lv.1,伏击 Lv.1,\n\n增加主角魔法恢复速度每0.5秒[00ff00]0[ffffff]点,SkillAtlas,skill_critic_21,0,0,0,0,0,0,0,0,0,0,0,60601,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60602,伏击 Lv.2,伏击 Lv.2,\n\n增加主角魔法恢复速度每0.5秒[00ff00]0[ffffff]点,SkillAtlas,skill_critic_21,0,0,0,0,0,0,0,0,0,0,0,60602,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60603,伏击 Lv.3,伏击 Lv.3,\n\n增加主角魔法恢复速度每0.5秒[00ff00]0[ffffff]点,SkillAtlas,skill_critic_21,0,0,0,0,0,0,0,0,0,0,0,60603,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60604,伏击 Lv.4,伏击 Lv.4,\n\n增加主角魔法恢复速度每0.5秒[00ff00]0[ffffff]点,SkillAtlas,skill_critic_21,0,0,0,0,0,0,0,0,0,0,0,60604,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60605,伏击 Lv.5,伏击 Lv.5,\n\n增加主角魔法恢复速度每0.5秒[00ff00]0[ffffff]点,SkillAtlas,skill_critic_21,0,0,0,0,0,0,0,0,0,0,0,60605,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60606,伏击 Lv.6,伏击 Lv.6,\n\n增加主角魔法恢复速度每0.5秒[00ff00]0[ffffff]点,SkillAtlas,skill_critic_21,0,0,0,0,0,0,0,0,0,0,0,60606,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60607,伏击 Lv.7,伏击 Lv.7,\n\n增加主角魔法恢复速度每0.5秒[00ff00]0[ffffff]点,SkillAtlas,skill_critic_21,0,0,0,0,0,0,0,0,0,0,0,60607,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60608,伏击 Lv.8,伏击 Lv.8,\n\n增加主角魔法恢复速度每0.5秒[00ff00]0[ffffff]点,SkillAtlas,skill_critic_21,0,0,0,0,0,0,0,0,0,0,0,60608,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60609,伏击 Lv.9,伏击 Lv.9,\n\n增加主角魔法恢复速度每0.5秒[00ff00]0[ffffff]点,SkillAtlas,skill_critic_21,0,0,0,0,0,0,0,0,0,0,0,60609,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60610,伏击 Lv.10,伏击 Lv.10,\n\n增加主角魔法恢复速度每0.5秒[00ff00]0[ffffff]点,SkillAtlas,skill_critic_21,0,0,0,0,0,0,0,0,0,0,0,60610,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60701,神佑 Lv.1,神佑 Lv.1,\n\n增加所有友方角色的命中[00ff00]5%,SkillAtlas,skill_critic_10,0,0,0,0,0,0,0,0,0,0,0,60701,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60702,神佑 Lv.2,神佑 Lv.2,\n\n增加所有友方角色的命中[00ff00]5%,SkillAtlas,skill_critic_10,0,0,0,0,0,0,0,0,0,0,0,60702,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60703,神佑 Lv.3,神佑 Lv.3,\n\n增加所有友方角色的命中[00ff00]5%,SkillAtlas,skill_critic_10,0,0,0,0,0,0,0,0,0,0,0,60703,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60704,神佑 Lv.4,神佑 Lv.4,\n\n增加所有友方角色的命中[00ff00]5%,SkillAtlas,skill_critic_10,0,0,0,0,0,0,0,0,0,0,0,60704,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60705,神佑 Lv.5,神佑 Lv.5,\n\n增加所有友方角色的命中[00ff00]5%,SkillAtlas,skill_critic_10,0,0,0,0,0,0,0,0,0,0,0,60705,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60706,神佑 Lv.6,神佑 Lv.6,\n\n增加所有友方角色的命中[00ff00]5%,SkillAtlas,skill_critic_10,0,0,0,0,0,0,0,0,0,0,0,60706,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60707,神佑 Lv.7,神佑 Lv.7,\n\n增加所有友方角色的命中[00ff00]5%,SkillAtlas,skill_critic_10,0,0,0,0,0,0,0,0,0,0,0,60707,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60708,神佑 Lv.8,神佑 Lv.8,\n\n增加所有友方角色的命中[00ff00]5%,SkillAtlas,skill_critic_10,0,0,0,0,0,0,0,0,0,0,0,60708,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60709,神佑 Lv.9,神佑 Lv.9,\n\n增加所有友方角色的命中[00ff00]5%,SkillAtlas,skill_critic_10,0,0,0,0,0,0,0,0,0,0,0,60709,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60710,神佑 Lv.10,神佑 Lv.10,\n\n增加所有友方角色的命中[00ff00]5%,SkillAtlas,skill_critic_10,0,0,0,0,0,0,0,0,0,0,0,60710,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60801,壁垒 Lv.1,壁垒 Lv.1,\n\n降低所有友方角色受到的伤害[00ff00]25[ffffff]点,SkillAtlas,skill_critic_24,0,0,0,0,0,0,0,0,0,0,0,60801,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60802,壁垒 Lv.2,壁垒 Lv.2,\n\n降低所有友方角色受到的伤害[00ff00]35[ffffff]点,SkillAtlas,skill_critic_24,0,0,0,0,0,0,0,0,0,0,0,60802,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60803,壁垒 Lv.3,壁垒 Lv.3,\n\n降低所有友方角色受到的伤害[00ff00]45[ffffff]点,SkillAtlas,skill_critic_24,0,0,0,0,0,0,0,0,0,0,0,60803,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60804,壁垒 Lv.4,壁垒 Lv.4,\n\n降低所有友方角色受到的伤害[00ff00]55[ffffff]点,SkillAtlas,skill_critic_24,0,0,0,0,0,0,0,0,0,0,0,60804,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60805,壁垒 Lv.5,壁垒 Lv.5,\n\n降低所有友方角色受到的伤害[00ff00]65[ffffff]点,SkillAtlas,skill_critic_24,0,0,0,0,0,0,0,0,0,0,0,60805,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60806,壁垒 Lv.6,壁垒 Lv.6,\n\n降低所有友方角色受到的伤害[00ff00]75[ffffff]点,SkillAtlas,skill_critic_24,0,0,0,0,0,0,0,0,0,0,0,60806,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60807,壁垒 Lv.7,壁垒 Lv.7,\n\n降低所有友方角色受到的伤害[00ff00]85[ffffff]点,SkillAtlas,skill_critic_24,0,0,0,0,0,0,0,0,0,0,0,60807,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60808,壁垒 Lv.8,壁垒 Lv.8,\n\n降低所有友方角色受到的伤害[00ff00]95[ffffff]点,SkillAtlas,skill_critic_24,0,0,0,0,0,0,0,0,0,0,0,60808,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60809,壁垒 Lv.9,壁垒 Lv.9,\n\n降低所有友方角色受到的伤害[00ff00]105[ffffff]点,SkillAtlas,skill_critic_24,0,0,0,0,0,0,0,0,0,0,0,60809,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60810,壁垒 Lv.10,壁垒 Lv.10,\n\n降低所有友方角色受到的伤害[00ff00]115[ffffff]点,SkillAtlas,skill_critic_24,0,0,0,0,0,0,0,0,0,0,0,60810,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60901,凌波 Lv.1,凌波 Lv.1,\n\n所有友方角色受到的伤害[00ff00]25[ffffff]点,SkillAtlas,skill_critic_31,0,0,0,0,0,0,0,0,0,0,0,60901,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60902,凌波 Lv.2,凌波 Lv.2,\n\n所有友方角色受到的伤害[00ff00]35[ffffff]点,SkillAtlas,skill_critic_31,0,0,0,0,0,0,0,0,0,0,0,60902,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60903,凌波 Lv.3,凌波 Lv.3,\n\n所有友方角色受到的伤害[00ff00]45[ffffff]点,SkillAtlas,skill_critic_31,0,0,0,0,0,0,0,0,0,0,0,60903,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60904,凌波 Lv.4,凌波 Lv.4,\n\n所有友方角色受到的伤害[00ff00]55[ffffff]点,SkillAtlas,skill_critic_31,0,0,0,0,0,0,0,0,0,0,0,60904,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60905,凌波 Lv.5,凌波 Lv.5,\n\n所有友方角色受到的伤害[00ff00]65[ffffff]点,SkillAtlas,skill_critic_31,0,0,0,0,0,0,0,0,0,0,0,60905,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60906,凌波 Lv.6,凌波 Lv.6,\n\n所有友方角色受到的伤害[00ff00]75[ffffff]点,SkillAtlas,skill_critic_31,0,0,0,0,0,0,0,0,0,0,0,60906,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60907,凌波 Lv.7,凌波 Lv.7,\n\n所有友方角色受到的伤害[00ff00]85[ffffff]点,SkillAtlas,skill_critic_31,0,0,0,0,0,0,0,0,0,0,0,60907,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60908,凌波 Lv.8,凌波 Lv.8,\n\n所有友方角色受到的伤害[00ff00]95[ffffff]点,SkillAtlas,skill_critic_31,0,0,0,0,0,0,0,0,0,0,0,60908,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60909,凌波 Lv.9,凌波 Lv.9,\n\n所有友方角色受到的伤害[00ff00]105[ffffff]点,SkillAtlas,skill_critic_31,0,0,0,0,0,0,0,0,0,0,0,60909,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
60910,凌波 Lv.10,凌波 Lv.10,\n\n所有友方角色受到的伤害[00ff00]115[ffffff]点,SkillAtlas,skill_critic_31,0,0,0,0,0,0,0,0,0,0,0,60910,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
61001,壮志 Lv.1,壮志 Lv.1,\n\n增加所有友方角色攻击力[00ff00]25[ffffff]点,SkillAtlas,skill_critic_7,0,0,0,0,0,0,0,0,0,0,0,61001,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
61002,壮志 Lv.2,壮志 Lv.2,\n\n增加所有友方角色攻击力[00ff00]35[ffffff]点,SkillAtlas,skill_critic_7,0,0,0,0,0,0,0,0,0,0,0,61002,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
61003,壮志 Lv.3,壮志 Lv.3,\n\n增加所有友方角色攻击力[00ff00]45[ffffff]点,SkillAtlas,skill_critic_7,0,0,0,0,0,0,0,0,0,0,0,61003,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
61004,壮志 Lv.4,壮志 Lv.4,\n\n增加所有友方角色攻击力[00ff00]55[ffffff]点,SkillAtlas,skill_critic_7,0,0,0,0,0,0,0,0,0,0,0,61004,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
61005,壮志 Lv.5,壮志 Lv.5,\n\n增加所有友方角色攻击力[00ff00]65[ffffff]点,SkillAtlas,skill_critic_7,0,0,0,0,0,0,0,0,0,0,0,61005,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
61006,壮志 Lv.6,壮志 Lv.6,\n\n增加所有友方角色攻击力[00ff00]75[ffffff]点,SkillAtlas,skill_critic_7,0,0,0,0,0,0,0,0,0,0,0,61006,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
61007,壮志 Lv.7,壮志 Lv.7,\n\n增加所有友方角色攻击力[00ff00]85[ffffff]点,SkillAtlas,skill_critic_7,0,0,0,0,0,0,0,0,0,0,0,61007,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
61008,壮志 Lv.8,壮志 Lv.8,\n\n增加所有友方角色攻击力[00ff00]95[ffffff]点,SkillAtlas,skill_critic_7,0,0,0,0,0,0,0,0,0,0,0,61008,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
61009,壮志 Lv.9,壮志 Lv.9,\n\n增加所有友方角色攻击力[00ff00]105[ffffff]点,SkillAtlas,skill_critic_7,0,0,0,0,0,0,0,0,0,0,0,61009,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
61010,壮志 Lv.10,壮志 Lv.10,\n\n增加所有友方角色攻击力[00ff00]115[ffffff]点,SkillAtlas,skill_critic_7,0,0,0,0,0,0,0,0,0,0,0,61010,15,SELF_ALL,100,0,1,1003,5,2,0,1000,500,5
