INDEX,NAME,TYPE,MODEL,LIFE_TIME,UPDATEPOS,LOCATION_1,LOCATION_2,BONE,APPLY_DIRECTION,X,Y,Z,SOUND,SOUND_START_TIME,EFFECT_SPEED,EFFECT_SIZE
3024,天罡符（火）命中,Effect,effect/Char/ec_highestday_red_m,1,1,OBJECT,0,Bip01Footsteps,NONE,0,1,0,0,0,1,1
3025,普攻命中,Effect,effect/Char/ec_generalhit,0.7,1,OBJECT,0,Bip01Footsteps,NONE,0,1,0,0,0,1,1
3026,灵将出现,Effect,effect/State/ec_monsterstart,2,1,OBJECT,0,0,0,0,1,0,0,0,1,1
3027,灵将死亡,Effect,effect/State/ec_monsterdead,5,1,OBJECT,0,0,0,0,1,0,0,0,1,1
3028,箱子特效,DropEffect,Effect/UI/ec_ui_diaoluobox,9000,1,0,0,0,0,0,0,0,0,0,0,0
3029,铜钱特效,DropEffect,Effect/UI/ec_ui_diaoluotq,9000,1,0,0,0,0,0,0,0,0,0,0,0
3030,高级灵将出现,Effect,effect/State/ec_monsterstartgold,2,1,OBJECT,0,0,0,0,1,0,0,0,1,1
4001,天师护身符（水）命中,Effect,effect/Char/ec_protective_blue_m,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4002,天师护身符（木）命中,Effect,effect/Char/ec_protective_green_m,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4003,天师护身符（火）命中,Effect,effect/Char/ec_protective_red_m,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4004,天师护身符（光）命中-暂时用火代替,Effect,effect/Char/ec_protective_red_m,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4005,天师护身符（暗）命中,Effect,effect/Char/ec_protective_m,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4006,天剑符（水）命中,Effect,effect/Char/ec_heavenly_blue_m,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4007,天剑符（木）命中,Effect,effect/Char/ec_heavenly_green_m,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4008,天剑符（火）命中,Effect,effect/Char/ec_heavenly_red_m,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4009,天剑符（光）命中,Effect,effect/Char/ec_heavenly_gold_m,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4010,天剑符（暗）命中,Effect,effect/Char/ec_heavenly_shadow_m,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4011,虎力符起手,Effect,effect/Char/ec_tigerforce_q,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4012,木旋风命中,Effect,effect/Char/ec_wood_m,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4013,天雷震命中,Effect,effect/Char/ec_daysofthunder_m,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4014,白虎符,Effect,effect/Char/ec_whitetrigerfu,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4015,玄武符,Effect,effect/Char/ec_basaltic_m,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,1.25,0,0,0,1,1
4016,麒麟符,Effect,effect/Char/ec_kirin_m,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,1.25,0,0,0,1,1
4017,羊力符（木）,Effect,effect/Char/ec_yanglidaxian,4,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
1029,漩涡射线起手,Effect,effect/Char/ec_whirlpool_q,4,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4018,毒雾需求,Effect,Effect/Char/ec_snakeduwu,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4019,天降大锤子,Effect,Effect/Char/ec_bigchuizi,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4020,灵爆,Effect,effect/Char/ec_yuanzidan,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4021,破天剑,Effect,effect/Char/ec_heavenly_green_m,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
4022,自爆,Effect,effect/Char/ec_heavenly_green_m,3.5,0,OBJECT,0,Bip01Footsteps,NONE,0,1,0,0,0,1,1
6001,狐狸远程1起手,Effect,effect/Atteffect/empty,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6002,狐狸远程2起手,Effect,effect/Atteffect/empty,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6003,狐狸远程3起手,Effect,effect/Atteffect/empty,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6004,鹿力大仙远程1起手,Effect,effect/Atteffect/empty,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6005,鹿力大仙远程2起手,Effect,effect/Atteffect/empty,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6006,鹿力大仙远程3起手,Effect,effect/Atteffect/empty,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6007,仙女远程1起手,Effect,effect/Atteffect/noratt_fairyatt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6008,仙女远程2起手,Effect,effect/Atteffect/noratt_fairyatt1,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6009,仙女远程3起手,Effect,effect/Atteffect/noratt_fairyatt2,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6010,鬼道士远程1起手,Effect,effect/Atteffect/noratt_evilwizardatt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6011,鬼道士远程2起手,Effect,effect/Atteffect/noratt_evilwizardatt1,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6012,鬼道士远程3起手,Effect,effect/Atteffect/noratt_evilwizardatt2,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6013,狸猫远程1起手,Effect,effect/Atteffect/noratt_civetatt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6014,狸猫远程2起手,Effect,effect/Atteffect/noratt_civetatt1,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6015,狸猫远程3起手,Effect,effect/Atteffect/noratt_civetatt1,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6016,狐妖远程1起手,Effect,effect/Atteffect/noratt_evilfoxatt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6017,狐妖远程2起手,Effect,effect/Atteffect/noratt_evilfoxatt1,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6018,狐妖远程3起手,Effect,effect/Atteffect/noratt_evilfoxatt2,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6019,风伯远程1起手,Effect,effect/Atteffect/noratt_windmasteratt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6020,风伯远程2起手,Effect,effect/Atteffect/noratt_windmasteratt1,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6021,风伯远程3起手,Effect,effect/Atteffect/noratt_windmasteratt2,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6022,机关鸟远程1起手,Effect,effect/Atteffect/noratt_mechbirdatt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6023,机关鸟远程2起手,Effect,effect/Atteffect/noratt_mechbirdatt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6024,机关鸟远程3起手,Effect,effect/Atteffect/noratt_mechbirdatt2,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6025,朱雀远程1起手,Effect,effect/Atteffect/noratt_redbirdatt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6026,朱雀远程2起手,Effect,effect/Atteffect/noratt_redbirdatt1,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6027,朱雀远程3起手,Effect,effect/Atteffect/noratt_redbirdatt2,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6028,鹰远程起手1,Effect,effect/Atteffect/noratt_eagleatt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
