INDEX,GROUP_ID,INFO,ITEM_ID,ITEM_COUNT,ITEM_DROP_WEIGHT,LOOT_TIME,QUALITY
247,99357,名将副本第12章第2关,1000004,44,50,1,1
248,99357,名将副本第12章第2关,1000004,51,25,1,1
249,99358,名将副本第12章第3关,1000004,37,100,1,1
250,99358,名将副本第12章第3关,1000004,41,75,1,1
251,99358,名将副本第12章第3关,1000004,48,50,1,1
252,99358,名将副本第12章第3关,1000004,56,25,1,1
253,99359,名将副本第12章第4关,1000004,40,100,1,1
254,99359,名将副本第12章第4关,1000004,44,75,1,1
255,99359,名将副本第12章第4关,1000004,52,50,1,1
256,99359,名将副本第12章第4关,1000004,60,25,1,1
257,99360,名将副本第12章第5关,1000004,43,100,1,1
258,99360,名将副本第12章第5关,1000004,47,75,1,1
259,99360,名将副本第12章第5关,1000004,56,50,1,1
260,99360,名将副本第12章第5关,1000004,65,25,1,1
261,99361,名将副本第13章第1关,1000004,36,100,1,1
262,99361,名将副本第13章第1关,1000004,40,75,1,1
263,99361,名将副本第13章第1关,1000004,47,50,1,1
264,99361,名将副本第13章第1关,1000004,54,25,1,1
265,99362,名将副本第13章第2关,1000004,39,100,1,1
266,99362,名将副本第13章第2关,1000004,43,75,1,1
267,99362,名将副本第13章第2关,1000004,51,50,1,1
268,99362,名将副本第13章第2关,1000004,59,25,1,1
269,99363,名将副本第13章第3关,1000004,42,100,1,1
270,99363,名将副本第13章第3关,1000004,46,75,1,1
271,99363,名将副本第13章第3关,1000004,55,50,1,1
272,99363,名将副本第13章第3关,1000004,63,25,1,1
273,99364,名将副本第13章第4关,1000004,45,100,1,1
274,99364,名将副本第13章第4关,1000004,50,75,1,1
275,99364,名将副本第13章第4关,1000004,59,50,1,1
276,99364,名将副本第13章第4关,1000004,68,25,1,1
277,99365,名将副本第13章第5关,1000004,48,100,1,1
278,99365,名将副本第13章第5关,1000004,53,75,1,1
279,99365,名将副本第13章第5关,1000004,62,50,1,1
280,99365,名将副本第13章第5关,1000004,72,25,1,1
281,99366,名将副本第14章第1关,1000004,36,100,1,1
282,99366,名将副本第14章第1关,1000004,40,75,1,1
283,99366,名将副本第14章第1关,1000004,47,50,1,1
284,99366,名将副本第14章第1关,1000004,54,25,1,1
285,99367,名将副本第14章第2关,1000004,39,100,1,1
286,99367,名将副本第14章第2关,1000004,43,75,1,1
287,99367,名将副本第14章第2关,1000004,51,50,1,1
288,99367,名将副本第14章第2关,1000004,59,25,1,1
289,99368,名将副本第14章第3关,1000004,42,100,1,1
290,99368,名将副本第14章第3关,1000004,46,75,1,1
291,99368,名将副本第14章第3关,1000004,55,50,1,1
292,99368,名将副本第14章第3关,1000004,63,25,1,1
293,99369,名将副本第14章第4关,1000004,45,100,1,1
294,99369,名将副本第14章第4关,1000004,50,75,1,1
295,99369,名将副本第14章第4关,1000004,59,50,1,1
296,99369,名将副本第14章第4关,1000004,68,25,1,1
297,99370,名将副本第14章第5关,1000004,48,100,1,1
298,99370,名将副本第14章第5关,1000004,53,75,1,1
299,99370,名将副本第14章第5关,1000004,62,50,1,1
300,99370,名将副本第14章第5关,1000004,72,25,1,1
301,99371,名将副本第15章第1关,1000004,41,100,1,1
302,99371,名将副本第15章第1关,1000004,45,75,1,1
303,99371,名将副本第15章第1关,1000004,53,50,1,1
304,99371,名将副本第15章第1关,1000004,62,25,1,1
305,99372,名将副本第15章第2关,1000004,44,100,1,1
306,99372,名将副本第15章第2关,1000004,48,75,1,1
307,99372,名将副本第15章第2关,1000004,57,50,1,1
308,99372,名将副本第15章第2关,1000004,66,25,1,1
309,99373,名将副本第15章第3关,1000004,47,100,1,1
310,99373,名将副本第15章第3关,1000004,52,75,1,1
311,99373,名将副本第15章第3关,1000004,61,50,1,1
312,99373,名将副本第15章第3关,1000004,71,25,1,1
313,99374,名将副本第15章第4关,1000004,50,100,1,1
314,99374,名将副本第15章第4关,1000004,55,75,1,1
315,99374,名将副本第15章第4关,1000004,65,50,1,1
316,99374,名将副本第15章第4关,1000004,75,25,1,1
317,99375,名将副本第15章第5关,1000004,53,100,1,1
318,99375,名将副本第15章第5关,1000004,58,75,1,1
319,99375,名将副本第15章第5关,1000004,69,50,1,1
320,99375,名将副本第15章第5关,1000004,80,25,1,1
321,99376,名将副本第16章第1关,1000004,41,100,1,1
322,99376,名将副本第16章第1关,1000004,45,75,1,1
323,99376,名将副本第16章第1关,1000004,53,50,1,1
324,99376,名将副本第16章第1关,1000004,62,25,1,1
325,99377,名将副本第16章第2关,1000004,45,100,1,1
326,99377,名将副本第16章第2关,1000004,50,75,1,1
327,99377,名将副本第16章第2关,1000004,59,50,1,1
328,99377,名将副本第16章第2关,1000004,68,25,1,1
329,99378,名将副本第16章第3关,1000004,49,100,1,1
330,99378,名将副本第16章第3关,1000004,54,75,1,1
331,99378,名将副本第16章第3关,1000004,64,50,1,1
332,99378,名将副本第16章第3关,1000004,74,25,1,1
333,99379,名将副本第16章第4关,1000004,53,100,1,1
334,99379,名将副本第16章第4关,1000004,58,75,1,1
335,99379,名将副本第16章第4关,1000004,69,50,1,1
336,99379,名将副本第16章第4关,1000004,80,25,1,1
337,99380,名将副本第16章第5关,1000004,57,100,1,1
338,99380,名将副本第16章第5关,1000004,63,75,1,1
339,99380,名将副本第16章第5关,1000004,74,50,1,1
340,99380,名将副本第16章第5关,1000004,86,25,1,1
341,99381,名将副本第17章第1关,1000004,46,100,1,1
342,99381,名将副本第17章第1关,1000004,51,75,1,1
343,99381,名将副本第17章第1关,1000004,60,50,1,1
344,99381,名将副本第17章第1关,1000004,69,25,1,1
345,99382,名将副本第17章第2关,1000004,50,100,1,1
346,99382,名将副本第17章第2关,1000004,55,75,1,1
347,99382,名将副本第17章第2关,1000004,65,50,1,1
348,99382,名将副本第17章第2关,1000004,75,25,1,1
349,99383,名将副本第17章第3关,1000004,54,100,1,1
350,99383,名将副本第17章第3关,1000004,59,75,1,1
351,99383,名将副本第17章第3关,1000004,70,50,1,1
352,99383,名将副本第17章第3关,1000004,81,25,1,1
353,99384,名将副本第17章第4关,1000004,58,100,1,1
354,99384,名将副本第17章第4关,1000004,64,75,1,1
355,99384,名将副本第17章第4关,1000004,75,50,1,1
356,99384,名将副本第17章第4关,1000004,87,25,1,1
357,99385,名将副本第17章第5关,1000004,62,100,1,1
358,99385,名将副本第17章第5关,1000004,68,75,1,1
359,99385,名将副本第17章第5关,1000004,81,50,1,1
360,99385,名将副本第17章第5关,1000004,93,25,1,1
361,99386,名将副本第18章第1关,1000004,46,100,1,1
362,99386,名将副本第18章第1关,1000004,51,75,1,1
363,99386,名将副本第18章第1关,1000004,60,50,1,1
364,99386,名将副本第18章第1关,1000004,69,25,1,1
365,99387,名将副本第18章第2关,1000004,50,100,1,1
366,99387,名将副本第18章第2关,1000004,55,75,1,1
367,99387,名将副本第18章第2关,1000004,65,50,1,1
368,99387,名将副本第18章第2关,1000004,75,25,1,1
369,99388,名将副本第18章第3关,1000004,54,100,1,1
370,99388,名将副本第18章第3关,1000004,59,75,1,1
371,99388,名将副本第18章第3关,1000004,70,50,1,1
372,99388,名将副本第18章第3关,1000004,81,25,1,1
373,99389,名将副本第18章第4关,1000004,58,100,1,1
374,99389,名将副本第18章第4关,1000004,64,75,1,1
375,99389,名将副本第18章第4关,1000004,75,50,1,1
376,99389,名将副本第18章第4关,1000004,87,25,1,1
377,99390,名将副本第18章第5关,1000004,62,100,1,1
378,99390,名将副本第18章第5关,1000004,68,75,1,1
379,99390,名将副本第18章第5关,1000004,81,50,1,1
380,99390,名将副本第18章第5关,1000004,93,25,1,1
381,99391,名将副本第19章第1关,1000004,51,100,1,1
382,99391,名将副本第19章第1关,1000004,56,75,1,1
383,99391,名将副本第19章第1关,1000004,66,50,1,1
384,99391,名将副本第19章第1关,1000004,77,25,1,1
385,99392,名将副本第19章第2关,1000004,55,100,1,1
386,99392,名将副本第19章第2关,1000004,61,75,1,1
387,99392,名将副本第19章第2关,1000004,72,50,1,1
388,99392,名将副本第19章第2关,1000004,83,25,1,1
389,99393,名将副本第19章第3关,1000004,59,100,1,1
390,99393,名将副本第19章第3关,1000004,65,75,1,1
391,99393,名将副本第19章第3关,1000004,77,50,1,1
392,99393,名将副本第19章第3关,1000004,89,25,1,1
393,99394,名将副本第19章第4关,1000004,63,100,1,1
394,99394,名将副本第19章第4关,1000004,69,75,1,1
395,99394,名将副本第19章第4关,1000004,82,50,1,1
396,99394,名将副本第19章第4关,1000004,95,25,1,1
397,99395,名将副本第19章第5关,1000004,67,100,1,1
398,99395,名将副本第19章第5关,1000004,74,75,1,1
399,99395,名将副本第19章第5关,1000004,87,50,1,1
400,99395,名将副本第19章第5关,1000004,101,25,1,1
401,99396,名将副本第20章第1关,1000004,51,100,1,1
402,99396,名将副本第20章第1关,1000004,56,75,1,1
403,99396,名将副本第20章第1关,1000004,66,50,1,1
404,99396,名将副本第20章第1关,1000004,77,25,1,1
405,99397,名将副本第20章第2关,1000004,55,100,1,1
406,99397,名将副本第20章第2关,1000004,61,75,1,1
407,99397,名将副本第20章第2关,1000004,72,50,1,1
408,99397,名将副本第20章第2关,1000004,83,25,1,1
409,99398,名将副本第20章第3关,1000004,59,100,1,1
410,99398,名将副本第20章第3关,1000004,65,75,1,1
411,99398,名将副本第20章第3关,1000004,77,50,1,1
412,99398,名将副本第20章第3关,1000004,89,25,1,1
413,99399,名将副本第20章第4关,1000004,63,100,1,1
414,99399,名将副本第20章第4关,1000004,69,75,1,1
415,99399,名将副本第20章第4关,1000004,82,50,1,1
416,99399,名将副本第20章第4关,1000004,95,25,1,1
417,99400,名将副本第20章第5关,1000004,67,100,1,1
418,99400,名将副本第20章第5关,1000004,74,75,1,1
419,99400,名将副本第20章第5关,1000004,87,50,1,1
420,99400,名将副本第20章第5关,1000004,101,25,1,1
421,99401,名将副本第21章第1关,1000004,56,100,1,1
422,99401,名将副本第21章第1关,1000004,62,75,1,1
423,99401,名将副本第21章第1关,1000004,73,50,1,1
424,99401,名将副本第21章第1关,1000004,84,25,1,1
425,99402,名将副本第21章第2关,1000004,61,100,1,1
426,99402,名将副本第21章第2关,1000004,67,75,1,1
427,99402,名将副本第21章第2关,1000004,79,50,1,1
428,99402,名将副本第21章第2关,1000004,92,25,1,1
429,99403,名将副本第21章第3关,1000004,66,100,1,1
430,99403,名将副本第21章第3关,1000004,73,75,1,1
431,99403,名将副本第21章第3关,1000004,86,50,1,1
432,99403,名将副本第21章第3关,1000004,99,25,1,1
433,99404,名将副本第21章第4关,1000004,71,100,1,1
434,99404,名将副本第21章第4关,1000004,78,75,1,1
435,99404,名将副本第21章第4关,1000004,92,50,1,1
436,99404,名将副本第21章第4关,1000004,107,25,1,1
437,99405,名将副本第21章第5关,1000004,76,100,1,1
438,99405,名将副本第21章第5关,1000004,84,75,1,1
439,99405,名将副本第21章第5关,1000004,99,50,1,1
440,99405,名将副本第21章第5关,1000004,114,25,1,1
441,99406,名将副本第22章第1关,1000004,56,100,1,1
442,99406,名将副本第22章第1关,1000004,62,75,1,1
443,99406,名将副本第22章第1关,1000004,73,50,1,1
444,99406,名将副本第22章第1关,1000004,84,25,1,1
445,99407,名将副本第22章第2关,1000004,61,100,1,1
446,99407,名将副本第22章第2关,1000004,67,75,1,1
447,99407,名将副本第22章第2关,1000004,79,50,1,1
448,99407,名将副本第22章第2关,1000004,92,25,1,1
449,99408,名将副本第22章第3关,1000004,66,100,1,1
450,99408,名将副本第22章第3关,1000004,73,75,1,1
451,99408,名将副本第22章第3关,1000004,86,50,1,1
452,99408,名将副本第22章第3关,1000004,99,25,1,1
453,99409,名将副本第22章第4关,1000004,71,100,1,1
454,99409,名将副本第22章第4关,1000004,78,75,1,1
455,99409,名将副本第22章第4关,1000004,92,50,1,1
456,99409,名将副本第22章第4关,1000004,107,25,1,1
457,99410,名将副本第22章第5关,1000004,76,100,1,1
458,99410,名将副本第22章第5关,1000004,84,75,1,1
459,99410,名将副本第22章第5关,1000004,99,50,1,1
460,99410,名将副本第22章第5关,1000004,114,25,1,1
461,99411,名将副本第23章第1关,1000004,61,100,1,1
462,99411,名将副本第23章第1关,1000004,67,75,1,1
463,99411,名将副本第23章第1关,1000004,79,50,1,1
464,99411,名将副本第23章第1关,1000004,92,25,1,1
465,99412,名将副本第23章第2关,1000004,66,100,1,1
466,99412,名将副本第23章第2关,1000004,73,75,1,1
467,99412,名将副本第23章第2关,1000004,86,50,1,1
468,99412,名将副本第23章第2关,1000004,99,25,1,1
469,99413,名将副本第23章第3关,1000004,71,100,1,1
470,99413,名将副本第23章第3关,1000004,78,75,1,1
471,99413,名将副本第23章第3关,1000004,92,50,1,1
472,99413,名将副本第23章第3关,1000004,107,25,1,1
473,99414,名将副本第23章第4关,1000004,76,100,1,1
474,99414,名将副本第23章第4关,1000004,84,75,1,1
475,99414,名将副本第23章第4关,1000004,99,50,1,1
476,99414,名将副本第23章第4关,1000004,114,25,1,1
477,99415,名将副本第23章第5关,1000004,81,100,1,1
478,99415,名将副本第23章第5关,1000004,89,75,1,1
479,99415,名将副本第23章第5关,1000004,105,50,1,1
480,99415,名将副本第23章第5关,1000004,122,25,1,1
481,99416,名将副本第24章第1关,1000004,61,100,1,1
482,99416,名将副本第24章第1关,1000004,67,75,1,1
483,99416,名将副本第24章第1关,1000004,79,50,1,1
484,99416,名将副本第24章第1关,1000004,92,25,1,1
485,99417,名将副本第24章第2关,1000004,66,100,1,1
486,99417,名将副本第24章第2关,1000004,73,75,1,1
487,99417,名将副本第24章第2关,1000004,86,50,1,1
488,99417,名将副本第24章第2关,1000004,99,25,1,1
489,99418,名将副本第24章第3关,1000004,71,100,1,1
490,99418,名将副本第24章第3关,1000004,78,75,1,1
491,99418,名将副本第24章第3关,1000004,92,50,1,1
492,99418,名将副本第24章第3关,1000004,107,25,1,1
493,99419,名将副本第24章第4关,1000004,76,100,1,1
494,99419,名将副本第24章第4关,1000004,84,75,1,1
495,99419,名将副本第24章第4关,1000004,99,50,1,1
496,99419,名将副本第24章第4关,1000004,114,25,1,1
497,99420,名将副本第24章第5关,1000004,81,100,1,1
