INDEX,GROUP_ID,INFO,ITEM_ID,ITEM_COUNT,ITEM_DROP_WEIGHT,LOOT_TIME,QUALITY
84,90108,VIP8礼包,2000003,50,100,1,1
85,90108,VIP8礼包,2000018,5,100,1,1
86,90109,VIP9礼包,2000203,1,100,1,1
87,90109,VIP9礼包,14107,1,100,1,1
88,90109,VIP9礼包,2000006,150,100,1,1
89,90109,VIP9礼包,2000003,100,100,1,1
90,90109,VIP9礼包,2000018,10,100,1,1
91,90110,VIP10礼包,2000203,1,100,1,1
92,90110,VIP10礼包,14307,1,100,1,1
93,90110,VIP10礼包,2000006,250,100,1,1
94,90110,VIP10礼包,2000003,150,100,1,1
95,90110,VIP10礼包,2000018,15,100,1,1
96,90111,VIP11礼包,2000203,1,100,1,1
97,90111,VIP11礼包,14207,1,100,1,1
98,90111,VIP11礼包,2000006,350,100,1,1
99,90111,VIP11礼包,2000003,200,100,1,1
100,90111,VIP11礼包,2000018,20,100,1,1
101,90112,VIP12礼包,2000203,3,100,1,1
102,90112,VIP12礼包,1000002,5000000,100,1,1
103,90112,VIP12礼包,2000008,1000,100,1,1
104,90112,VIP12礼包,2000003,1000,100,1,1
105,90007,橙色灵将福袋：,30105,1,1000,1,1
106,90007,橙色灵将福袋：,30110,1,1000,1,1
107,90007,橙色灵将福袋：,30115,1,1000,1,1
108,90007,橙色灵将福袋：,30094,1,1000,1,1
109,90007,橙色灵将福袋：,30111,1,1000,1,1
110,90007,橙色灵将福袋：,30108,1,1000,1,1
111,90007,橙色灵将福袋：,30101,1,1000,1,1
112,90007,橙色灵将福袋：,30112,1,1000,1,1
113,90007,橙色灵将福袋：,30096,1,1000,1,1
114,90007,橙色灵将福袋：,30106,1,1000,1,1
115,90007,橙色灵将福袋：,30103,1,1000,1,1
116,90007,橙色灵将福袋：,30113,1,1000,1,1
117,90007,橙色灵将福袋：,30118,1,1000,1,1
118,90007,橙色灵将福袋：,30093,1,1000,1,1
119,90007,橙色灵将福袋：,30075,1,1000,1,1
120,90007,橙色灵将福袋：,30098,1,1000,1,1
121,90007,橙色灵将福袋：,30095,1,1000,1,1
122,90007,橙色灵将福袋：,30097,1,1000,1,1
123,90007,橙色灵将福袋：,30116,1,1000,1,1
124,90007,橙色灵将福袋：,30102,1,1000,1,1
125,90008,橙色装备箱子,16002,1,45,1,1
126,90008,橙色装备箱子,16003,1,45,1,1
127,90008,橙色装备箱子,16102,1,45,1,1
128,90008,橙色装备箱子,16103,1,45,1,1
129,90008,橙色装备箱子,16202,1,45,1,1
130,90008,橙色装备箱子,16203,1,45,1,1
131,90008,橙色装备箱子,16302,1,45,1,1
132,90008,橙色装备箱子,16303,1,45,1,1
133,90008,橙色装备箱子,16004,1,24,1,1
134,90008,橙色装备箱子,16005,1,24,1,1
135,90008,橙色装备箱子,16006,1,24,1,1
136,90008,橙色装备箱子,16104,1,24,1,1
137,90008,橙色装备箱子,16105,1,24,1,1
138,90008,橙色装备箱子,16106,1,24,1,1
139,90008,橙色装备箱子,16204,1,24,1,1
140,90008,橙色装备箱子,16205,1,24,1,1
141,90008,橙色装备箱子,16206,1,24,1,1
142,90008,橙色装备箱子,16304,1,24,1,1
143,90008,橙色装备箱子,16305,1,24,1,1
144,90008,橙色装备箱子,16306,1,24,1,1
145,90008,橙色装备箱子,16007,1,12,1,1
146,90008,橙色装备箱子,16008,1,12,1,1
147,90008,橙色装备箱子,16009,1,12,1,1
148,90008,橙色装备箱子,16107,1,12,1,1
149,90008,橙色装备箱子,16108,1,12,1,1
150,90008,橙色装备箱子,16109,1,12,1,1
151,90008,橙色装备箱子,16207,1,12,1,1
152,90008,橙色装备箱子,16208,1,12,1,1
153,90008,橙色装备箱子,16209,1,12,1,1
154,90008,橙色装备箱子,16307,1,12,1,1
155,90008,橙色装备箱子,16308,1,12,1,1
156,90008,橙色装备箱子,16309,1,12,1,1
157,90008,橙色装备箱子,14002,1,12,1,1
158,90008,橙色装备箱子,14102,1,12,1,1
159,90008,橙色装备箱子,14202,1,12,1,1
160,90008,橙色装备箱子,14302,1,12,1,1
161,90008,橙色装备箱子,14003,1,12,1,1
162,90008,橙色装备箱子,14103,1,12,1,1
163,90008,橙色装备箱子,14203,1,12,1,1
164,90008,橙色装备箱子,14303,1,12,1,1
165,90008,橙色装备箱子,14004,1,5,1,1
166,90008,橙色装备箱子,14104,1,5,1,1
167,90008,橙色装备箱子,14204,1,5,1,1
168,90008,橙色装备箱子,14304,1,5,1,1
169,90008,橙色装备箱子,14005,1,5,1,1
170,90008,橙色装备箱子,14105,1,5,1,1
171,90008,橙色装备箱子,14205,1,5,1,1
172,90008,橙色装备箱子,14305,1,5,1,1
173,90008,橙色装备箱子,14006,1,5,1,1
174,90008,橙色装备箱子,14106,1,5,1,1
175,90008,橙色装备箱子,14206,1,5,1,1
176,90008,橙色装备箱子,14306,1,5,1,1
177,90009,橙色神器箱子,17001,1,100,1,1
178,90009,橙色神器箱子,17003,1,50,1,1
179,90009,橙色神器箱子,17004,1,50,1,1
180,90009,橙色神器箱子,17005,1,50,1,1
181,90009,橙色神器箱子,17006,1,50,1,1
182,90009,橙色神器箱子,17007,1,8,1,1
183,90009,橙色神器箱子,17008,1,8,1,1
184,90009,橙色神器箱子,17009,1,8,1,1
185,90009,橙色神器箱子,17010,1,8,1,1
186,90009,橙色神器箱子,17011,1,8,1,1
187,90009,橙色神器箱子,17012,1,8,1,1
188,90009,橙色神器箱子,17013,1,8,1,1
189,90009,橙色神器箱子,17014,1,8,1,1
190,90009,橙色神器箱子,17015,1,4,1,1
191,90009,橙色神器箱子,17016,1,4,1,1
192,90009,橙色神器箱子,17017,1,4,1,1
193,90009,橙色神器箱子,17018,1,4,1,1
194,90009,橙色神器箱子,17019,1,4,1,1
195,90009,橙色神器箱子,17020,1,4,1,1
196,90009,橙色神器箱子,17021,1,4,1,1
197,90009,橙色神器箱子,17022,1,4,1,1
198,90009,橙色神器箱子,17023,1,4,1,1
199,90009,橙色神器箱子,17024,1,4,1,1
200,90009,橙色神器箱子,17025,1,50,1,1
201,90009,橙色神器箱子,17026,1,50,1,1
202,90009,橙色神器箱子,17027,1,50,1,1
203,90009,橙色神器箱子,17028,1,50,1,1
204,90009,橙色神器箱子,17029,1,50,1,1
205,90009,橙色神器箱子,17030,1,50,1,1
206,90009,橙色神器箱子,17031,1,8,1,1
207,90009,橙色神器箱子,17032,1,8,1,1
208,90009,橙色神器箱子,17033,1,8,1,1
209,90009,橙色神器箱子,17034,1,8,1,1
210,90009,橙色神器箱子,17035,1,8,1,1
211,90009,橙色神器箱子,17036,1,8,1,1
212,90009,橙色神器箱子,17037,1,8,1,1
213,90009,橙色神器箱子,17038,1,8,1,1
214,90009,橙色神器箱子,17039,1,4,1,1
215,90009,橙色神器箱子,17040,1,4,1,1
216,90009,橙色神器箱子,17041,1,4,1,1
217,90009,橙色神器箱子,17042,1,4,1,1
218,90009,橙色神器箱子,17043,1,4,1,1
219,90009,橙色神器箱子,17044,1,4,1,1
220,90009,橙色神器箱子,17045,1,4,1,1
221,90009,橙色神器箱子,17046,1,4,1,1
222,90009,橙色神器箱子,17047,1,4,1,1
223,90009,橙色神器箱子,17048,1,4,1,1
224,98801,群魔乱舞1关3星,2000213,1,100,1,1
225,98801,群魔乱舞1关3星,2000004,2,100,1,1
226,98802,群魔乱舞1关6星,2000213,1,100,1,1
227,98802,群魔乱舞1关6星,2000004,3,100,1,1
228,98803,群魔乱舞1关9星,2000213,1,100,1,1
229,98803,群魔乱舞1关9星,2000004,5,100,1,1
230,98804,群魔乱舞2关3星,2000212,1,100,1,1
231,98804,群魔乱舞2关3星,2000004,2,100,1,1
232,98805,群魔乱舞2关6星,2000212,1,100,1,1
233,98805,群魔乱舞2关6星,2000004,3,100,1,1
234,98806,群魔乱舞2关9星,2000212,1,100,1,1
235,98806,群魔乱舞2关9星,2000004,5,100,1,1
236,98807,群魔乱舞3关3星,2000003,2,100,1,1
237,98807,群魔乱舞3关3星,2000004,2,100,1,1
238,98808,群魔乱舞3关6星,2000003,3,100,1,1
239,98808,群魔乱舞3关6星,2000004,3,100,1,1
240,98809,群魔乱舞3关9星,2000003,5,100,1,1
241,98809,群魔乱舞3关9星,2000004,5,100,1,1
242,98810,群魔乱舞4关3星,2000201,1,100,1,1
243,98810,群魔乱舞4关3星,2000004,6,100,1,1
244,98811,群魔乱舞4关6星,2000201,1,100,1,1
245,98811,群魔乱舞4关6星,2000004,8,100,1,1
246,98812,群魔乱舞4关9星,2000201,1,100,1,1
247,98812,群魔乱舞4关9星,2000004,10,100,1,1
248,98813,群魔乱舞5关3星,2000212,2,100,1,1
249,98813,群魔乱舞5关3星,2000008,2,100,1,1
250,98814,群魔乱舞5关6星,2000212,3,100,1,1
251,98814,群魔乱舞5关6星,2000008,3,100,1,1
252,98815,群魔乱舞5关9星,2000212,5,100,1,1
253,98815,群魔乱舞5关9星,2000008,5,100,1,1
254,98816,群魔乱舞6关3星,2000214,1,100,1,1
255,98816,群魔乱舞6关3星,2000005,1,100,1,1
256,98817,群魔乱舞6关6星,2000214,1,100,1,1
257,98817,群魔乱舞6关6星,2000005,2,100,1,1
258,98818,群魔乱舞6关9星,2000214,1,100,1,1
259,98818,群魔乱舞6关9星,2000005,3,100,1,1
260,98819,群魔乱舞7关3星,2000214,1,100,1,1
261,98819,群魔乱舞7关3星,2000005,2,100,1,1
262,98820,群魔乱舞7关6星,2000214,1,100,1,1
263,98820,群魔乱舞7关6星,2000005,3,100,1,1
264,98821,群魔乱舞7关9星,2000214,1,100,1,1
265,98821,群魔乱舞7关9星,2000005,5,100,1,1
266,98822,群魔乱舞8关3星,2000214,1,100,1,1
267,98822,群魔乱舞8关3星,2000003,6,100,1,1
268,98823,群魔乱舞8关6星,2000214,1,100,1,1
269,98823,群魔乱舞8关6星,2000003,8,100,1,1
270,98824,群魔乱舞8关9星,2000214,2,100,1,1
271,98824,群魔乱舞8关9星,2000003,10,100,1,1
272,98825,群魔乱舞9关3星,2000212,10,100,1,1
273,98825,群魔乱舞9关3星,2000006,1,100,1,1
274,98826,群魔乱舞9关6星,2000212,12,100,1,1
275,98826,群魔乱舞9关6星,2000006,1,100,1,1
276,98827,群魔乱舞9关9星,2000212,15,100,1,1
277,98827,群魔乱舞9关9星,2000006,2,100,1,1
278,98828,群魔乱舞10关3星,2000003,2,100,1,1
279,98828,群魔乱舞10关3星,2000021,6,100,1,1
280,98829,群魔乱舞10关6星,2000003,3,100,1,1
281,98829,群魔乱舞10关6星,2000021,8,100,1,1
282,98830,群魔乱舞10关9星,2000003,5,100,1,1
283,98830,群魔乱舞10关9星,2000021,10,100,1,1
284,98831,群魔乱舞11关3星,2000214,1,100,1,1
285,98831,群魔乱舞11关3星,2000021,6,100,1,1
286,98832,群魔乱舞11关6星,2000214,1,100,1,1
287,98832,群魔乱舞11关6星,2000021,8,100,1,1
288,98833,群魔乱舞11关9星,2000214,2,100,1,1
289,98833,群魔乱舞11关9星,2000021,10,100,1,1
290,98834,群魔乱舞12关3星,2000003,10,100,1,1
291,98834,群魔乱舞12关3星,2000021,6,100,1,1
292,98835,群魔乱舞12关6星,2000003,12,100,1,1
293,98835,群魔乱舞12关6星,2000021,8,100,1,1
294,98836,群魔乱舞12关9星,2000003,15,100,1,1
295,98836,群魔乱舞12关9星,2000021,10,100,1,1
296,98837,群魔乱舞13关3星,2000212,1,100,1,1
297,98837,群魔乱舞13关3星,2000021,6,100,1,1
298,98838,群魔乱舞13关6星,2000212,1,100,1,1
299,98838,群魔乱舞13关6星,2000021,8,100,1,1
300,98839,群魔乱舞13关9星,2000212,2,100,1,1
301,98839,群魔乱舞13关9星,2000021,10,100,1,1
302,98840,群魔乱舞14关3星,2000006,2,100,1,1
303,98840,群魔乱舞14关3星,2000021,6,100,1,1
304,98841,群魔乱舞14关6星,2000006,3,100,1,1
305,98841,群魔乱舞14关6星,2000021,8,100,1,1
306,98842,群魔乱舞14关9星,2000006,5,100,1,1
307,98842,群魔乱舞14关9星,2000021,10,100,1,1
308,98843,群魔乱舞15关3星,2000006,2,100,1,1
309,98843,群魔乱舞15关3星,2000021,6,100,1,1
310,98844,群魔乱舞15关6星,2000006,3,100,1,1
311,98844,群魔乱舞15关6星,2000021,8,100,1,1
312,98845,群魔乱舞15关9星,2000006,5,100,1,1
313,98845,群魔乱舞15关9星,2000021,10,100,1,1
314,98846,群魔乱舞16关3星,2000003,10,100,1,1
315,98846,群魔乱舞16关3星,2000021,6,100,1,1
316,98847,群魔乱舞16关6星,2000003,12,100,1,1
317,98847,群魔乱舞16关6星,2000021,8,100,1,1
318,98848,群魔乱舞16关9星,2000003,15,100,1,1
319,98848,群魔乱舞16关9星,2000021,10,100,1,1
320,98849,群魔乱舞17关3星,2000212,1,100,1,1
321,98849,群魔乱舞17关3星,2000021,6,100,1,1
322,98850,群魔乱舞17关6星,2000212,1,100,1,1
323,98850,群魔乱舞17关6星,2000021,8,100,1,1
324,98851,群魔乱舞17关9星,2000212,2,100,1,1
325,98851,群魔乱舞17关9星,2000021,10,100,1,1
326,98852,群魔乱舞18关3星,2000003,6,100,1,1
327,98852,群魔乱舞18关3星,2000007,5,100,1,1
328,98853,群魔乱舞18关6星,2000003,8,100,1,1
329,98853,群魔乱舞18关6星,2000007,6,100,1,1
330,98854,群魔乱舞18关9星,2000003,10,100,1,1
331,98854,群魔乱舞18关9星,2000007,7,100,1,1
332,98855,群魔乱舞19关3星,2000003,6,100,1,1
333,98855,群魔乱舞19关3星,2000007,5,100,1,1
334,98856,群魔乱舞19关6星,2000003,8,100,1,1
335,98856,群魔乱舞19关6星,2000007,6,100,1,1
336,98857,群魔乱舞19关9星,2000003,10,100,1,1
337,98857,群魔乱舞19关9星,2000007,7,100,1,1
338,98858,群魔乱舞20关3星,2000003,6,100,1,1
339,98858,群魔乱舞20关3星,2000007,5,100,1,1
340,98859,群魔乱舞20关6星,2000003,8,100,1,1
341,98859,群魔乱舞20关6星,2000007,6,100,1,1
342,98860,群魔乱舞20关9星,2000003,10,100,1,1
343,98860,群魔乱舞20关9星,2000007,7,100,1,1
344,98931,青丘,1000002,5000,110,1,1
345,98931,青丘,1000002,10000,110,1,1
346,98931,青丘,1000001,6,20,1,1
347,98931,青丘,1000004,3,80,1,1
348,98931,青丘,2000013,2,60,1,1
349,98931,青丘,2000014,2,60,1,1
350,98932,南海,1000002,3000,50,1,1
351,98932,南海,1000002,3000,50,1,1
352,98932,南海,1000001,4,50,1,1
353,98932,南海,1000004,4,80,1,1
354,98932,南海,2000006,6,60,1,1
355,98932,南海,2000213,1,60,1,1
356,98932,南海,2000201,1,60,1,1
357,98933,凤鳞洲,1000002,3000,180,1,1
358,98933,凤鳞洲,1000001,6,20,1,1
359,98933,凤鳞洲,1000004,3,80,1,1
360,98933,凤鳞洲,2000006,6,70,1,1
361,98933,凤鳞洲,2000007,6,70,1,1
362,98933,凤鳞洲,2000205,2,35,1,1
363,98933,凤鳞洲,2000003,5,60,1,1
364,98934,蓬莱,1000002,3000,120,1,1
365,98934,蓬莱,1000004,3,80,1,1
366,98934,蓬莱,2000001,2,60,1,1
367,98934,蓬莱,2000002,2,60,1,1
368,98934,蓬莱,2000007,6,60,1,1
369,98934,蓬莱,2000003,5,50,1,1
370,98935,蜀山,1000002,3000,60,1,1
371,98935,蜀山,1000001,3,30,1,1
372,98935,蜀山,1000004,10,75,1,1
373,98935,蜀山,2000001,2,20,1,1
374,98935,蜀山,2000007,6,40,1,1
375,98935,蜀山,2000003,3,50,1,1
376,98936,昆仑,1000002,3000,60,1,1
377,98936,昆仑,1000001,3,30,1,1
378,98936,昆仑,1000004,2,75,1,1
379,98936,昆仑,2000001,2,20,1,1
380,98936,昆仑,2000007,6,40,1,1
381,98936,昆仑,2000003,3,50,1,1
382,90010,恢复体力,1000003,25,100,1,1
383,90011,恢复精力,1000005,10,100,1,1
384,9000012,恢复降魔令,1000010,1,100,1,1
385,99910,17级前夺宝翻牌,40044,1,300,1,1
386,99910,17级前夺宝翻牌,40046,1,300,1,1
387,99910,17级前夺宝翻牌,40051,1,300,1,1
388,99910,17级前夺宝翻牌,40054,1,300,1,1
389,99910,17级前夺宝翻牌,40056,1,300,1,1
390,99910,17级前夺宝翻牌,40059,1,300,1,1
391,99910,17级前夺宝翻牌,40062,1,300,1,1
392,99910,17级前夺宝翻牌,40066,1,300,1,1
393,99910,17级前夺宝翻牌,40067,1,300,1,1
394,99910,17级前夺宝翻牌,40070,1,300,1,1
395,99910,17级前夺宝翻牌,40072,1,300,1,1
396,99910,17级前夺宝翻牌,40074,1,150,1,1
397,99910,17级前夺宝翻牌,40076,1,150,1,1
398,99910,17级前夺宝翻牌,40077,1,150,1,1
399,99910,17级前夺宝翻牌,40078,1,150,1,1
400,99910,17级前夺宝翻牌,40079,1,150,1,1
401,99910,17级前夺宝翻牌,40080,1,150,1,1
402,99910,17级前夺宝翻牌,40081,1,150,1,1
403,99910,17级前夺宝翻牌,40082,1,150,1,1
404,99910,17级前夺宝翻牌,40083,1,150,1,1
405,99910,17级前夺宝翻牌,40084,1,150,1,1
406,99910,17级前夺宝翻牌,40085,1,150,1,1
407,99910,17级前夺宝翻牌,40086,1,150,1,1
408,99910,17级前夺宝翻牌,40087,1,150,1,1
409,99910,17级前夺宝翻牌,40088,1,150,1,1
410,99910,17级前夺宝翻牌,40089,1,150,1,1
411,99910,17级前夺宝翻牌,40090,1,150,1,1
412,99910,17级前夺宝翻牌,40091,1,150,1,1
413,99910,17级前夺宝翻牌,40092,1,150,1,1
414,99910,17级前夺宝翻牌,40108,1,50,1,1
415,99910,17级前夺宝翻牌,40101,1,50,1,1
416,99910,17级前夺宝翻牌,40112,1,50,1,1
417,99910,17级前夺宝翻牌,40096,1,50,1,1
418,99910,17级前夺宝翻牌,40106,1,50,1,1
419,99910,17级前夺宝翻牌,40103,1,50,1,1
420,99910,17级前夺宝翻牌,40113,1,50,1,1
421,99910,17级前夺宝翻牌,40118,1,50,1,1
422,99910,17级前夺宝翻牌,40093,1,50,1,1
423,99910,17级前夺宝翻牌,40075,1,50,1,1
424,99910,17级前夺宝翻牌,40098,1,50,1,1
425,99910,17级前夺宝翻牌,40095,1,50,1,1
426,99910,17级前夺宝翻牌,40097,1,50,1,1
427,99910,17级前夺宝翻牌,40116,1,50,1,1
428,99910,17级前夺宝翻牌,40102,1,50,1,1
429,99910,17级前夺宝翻牌,16302,1,375,1,1
430,99910,17级前夺宝翻牌,16303,1,375,1,1
431,99910,17级前夺宝翻牌,16202,1,375,1,1
432,99910,17级前夺宝翻牌,16203,1,375,1,1
433,99910,17级前夺宝翻牌,16002,1,375,1,1
434,99910,17级前夺宝翻牌,16003,1,375,1,1
435,99910,17级前夺宝翻牌,16102,1,375,1,1
436,99910,17级前夺宝翻牌,16103,1,375,1,1
437,99910,17级前夺宝翻牌,16004,1,250,1,1
438,99910,17级前夺宝翻牌,16005,1,250,1,1
439,99910,17级前夺宝翻牌,16006,1,250,1,1
440,99910,17级前夺宝翻牌,16204,1,250,1,1
441,99910,17级前夺宝翻牌,16205,1,250,1,1
442,99910,17级前夺宝翻牌,16206,1,250,1,1
443,99910,17级前夺宝翻牌,16304,1,250,1,1
444,99910,17级前夺宝翻牌,16305,1,250,1,1
445,99910,17级前夺宝翻牌,16306,1,250,1,1
446,99910,17级前夺宝翻牌,16104,1,250,1,1
447,99910,17级前夺宝翻牌,16105,1,250,1,1
448,99910,17级前夺宝翻牌,16106,1,250,1,1
449,99910,17级前夺宝翻牌,17001,1,0,1,1
450,99910,17级前夺宝翻牌,17002,1,0,1,1
451,99910,17级前夺宝翻牌,17003,1,0,1,1
452,99910,17级前夺宝翻牌,17004,1,0,1,1
453,99910,17级前夺宝翻牌,17005,1,0,1,1
454,99910,17级前夺宝翻牌,17006,1,0,1,1
455,99910,17级前夺宝翻牌,17025,1,0,1,1
456,99910,17级前夺宝翻牌,17026,1,0,1,1
457,99910,17级前夺宝翻牌,17027,1,0,1,1
458,99910,17级前夺宝翻牌,17028,1,0,1,1
459,99910,17级前夺宝翻牌,17029,1,0,1,1
460,99910,17级前夺宝翻牌,17030,1,0,1,1
461,99910,17级前夺宝翻牌,17049,1,0,1,1
462,99910,17级前夺宝翻牌,17050,1,0,1,1
463,99910,17级前夺宝翻牌,17051,1,0,1,1
464,99910,17级前夺宝翻牌,17007,1,0,1,1
465,99910,17级前夺宝翻牌,17008,1,0,1,1
466,99910,17级前夺宝翻牌,17009,1,0,1,1
467,99910,17级前夺宝翻牌,17010,1,0,1,1
468,99910,17级前夺宝翻牌,17011,1,0,1,1
469,99910,17级前夺宝翻牌,17012,1,0,1,1
470,99910,17级前夺宝翻牌,17013,1,0,1,1
471,99910,17级前夺宝翻牌,17014,1,0,1,1
472,99910,17级前夺宝翻牌,17031,1,0,1,1
473,99910,17级前夺宝翻牌,17032,1,0,1,1
474,99910,17级前夺宝翻牌,17033,1,0,1,1
475,99910,17级前夺宝翻牌,17034,1,0,1,1
476,99910,17级前夺宝翻牌,17035,1,0,1,1
477,99910,17级前夺宝翻牌,17036,1,0,1,1
478,99910,17级前夺宝翻牌,17037,1,0,1,1
479,99910,17级前夺宝翻牌,17038,1,0,1,1
480,99910,17级前夺宝翻牌,17052,1,0,1,1
481,99910,17级前夺宝翻牌,17053,1,0,1,1
482,99910,17级前夺宝翻牌,17054,1,0,1,1
483,99910,17级前夺宝翻牌,17055,1,0,1,1
484,99910,17级前夺宝翻牌,17039,1,0,1,1
485,99910,17级前夺宝翻牌,17040,1,0,1,1
486,99910,17级前夺宝翻牌,17041,1,0,1,1
487,99910,17级前夺宝翻牌,17042,1,0,1,1
488,99910,17级前夺宝翻牌,17043,1,0,1,1
489,99910,17级前夺宝翻牌,17044,1,0,1,1
490,99910,17级前夺宝翻牌,17045,1,0,1,1
491,99910,17级前夺宝翻牌,17046,1,0,1,1
492,99910,17级前夺宝翻牌,17047,1,0,1,1
493,99910,17级前夺宝翻牌,17048,1,0,1,1
494,99910,17级前夺宝翻牌,17015,1,0,1,1
495,99910,17级前夺宝翻牌,17016,1,0,1,1
496,99910,17级前夺宝翻牌,17017,1,0,1,1
497,99910,17级前夺宝翻牌,17018,1,0,1,1
498,99910,17级前夺宝翻牌,17019,1,0,1,1
499,99910,17级前夺宝翻牌,17020,1,0,1,1
500,99910,17级前夺宝翻牌,17021,1,0,1,1
501,99910,17级前夺宝翻牌,17022,1,0,1,1
502,99910,17级前夺宝翻牌,17023,1,0,1,1
503,99910,17级前夺宝翻牌,17024,1,0,1,1
504,99910,17级前夺宝翻牌,2000010,1,800,1,1
505,99910,17级前夺宝翻牌,2000004,1,800,1,1
506,99910,17级前夺宝翻牌,2000005,1,800,1,1
507,99910,17级前夺宝翻牌,2000006,1,800,1,1
508,99910,17级前夺宝翻牌,2000007,1,800,1,1
509,99910,17级前夺宝翻牌,2000003,1,800,1,1
510,99910,17级前夺宝翻牌,2000204,1,800,1,1
511,99910,17级前夺宝翻牌,2000205,1,800,1,1
512,99910,17级前夺宝翻牌,2000013,1,800,1,1
513,99910,17级前夺宝翻牌,2000014,1,1600,1,1
514,99910,17级前夺宝翻牌,2000002,1,800,1,1
