INDEX,NAME,TIP_TITLE,INFO,BUFFER_TYPE,ANIMATION,EFFECT,VALUE_COEFF,EFFECT_PARAM,TIME,ADD_TIME,TIMES,AFFECT_TYPE,AFFECT_VALUE,ADD_AFFECT_VALUE,AFFECT_TYPE_1,AFFECT_VALUE_1,ADD_AFFECT_VALUE_1,BUFF_RANGE,BUFFER_ATLAS_NAME,BUFFER_SPRITE_NAME,SKILL_ATLAS_NAME,SKILL_SPRITE_NAME,SCRIPT,ITEM_TYPE,ITEM_ID,ITEM_NUM,COST_TYPE,COST_ID,COST_NUM,EXTRA_CONDITION,SHOCKSCERRN_TIME,RANGE,AFFECT_TIME,SPUTTERING_DAMAGE,TARGET,EXTRA_BUFFID,START_BATTLE,UPGRADE_BATTLE
300164,测试,0,0,AffectValueBuffer,0,1,0,0,99,0,0,HIT_TARGET_RATE,1000,0,HIT_TARGET_RATE,1000,0,0,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,5,0,0,0,0,2,300002,30,50
310101,[进击1],攻击增加50(突破+1激活),攻击增加50,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,50,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310103,[强命1],生命增加625(突破+1激活),生命增加625,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,625,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310204,[致命2],暴击率增加2%(突破+2激活),暴击率增加2%,AffectValueBuffer,0,1,0,0,99999,0,0,CRITICAL_STRIKE_RATE,200,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310205,[坚韧2],抗暴率增加2%(突破+2激活),抗暴率增加2%,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE_CRITICAL_STRIKE_RATE,200,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310206,[精准2],命中率增加2%(突破+2激活),命中率增加2%,AffectValueBuffer,0,1,0,0,99999,0,0,HIT_TARGET_RATE,200,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310207,[灵动2],闪避率增加2%(突破+2激活),闪避率增加2%,AffectValueBuffer,0,1,0,0,99999,0,0,DODGE_RATE,200,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310301,[进击3],攻击增加320(突破+3激活),攻击增加320,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,320,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310302,[坚守3],防御增加160(突破+3激活),防御增加160,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,160,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310303,[强命3],生命增加4000(突破+3激活),生命增加4000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,4000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310408,[残暴4],伤害率增加12%(突破+4激活),伤害率增加12%,AffectValueBuffer,0,1,0,0,99999,0,0,HIT_RATE,1200,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310409,[守护4],减伤率增加8%(突破+4激活),减伤率增加8%,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE_HIT_RATE,800,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310410,[猛攻4],攻击百分比增加12%(突破+4激活),攻击百分比增加12%,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK_RATE,1200,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310412,[天命4],生命百分比增加12%(突破+4激活),生命百分比增加12%,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX_RATE,1200,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310501,[进击5],攻击增加1080(突破+5激活),攻击增加1080,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,1080,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310502,[坚守5],防御增加540(突破+5激活),防御增加540,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,540,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310503,[强命5],生命增加14400(突破+5激活),生命增加14400,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,14400,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310508,[残暴5],伤害率增加15%(突破+5激活),伤害率增加15%,AffectValueBuffer,0,1,0,0,99999,0,0,HIT_RATE,1500,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310510,[猛攻5],攻击百分比增加15%(突破+5激活),攻击百分比增加15%,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK_RATE,1500,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310512,[天命5],生命百分比增加15%(突破+5激活),生命百分比增加15%,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX_RATE,1500,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310601,[进击6],攻击增加1380(突破+6激活),攻击增加1380,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,1380,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310602,[坚守6],防御增加690(突破+6激活),防御增加690,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,690,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310603,[强命6],生命增加18400(突破+6激活),生命增加18400,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,18400,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310604,[致命6],暴击率增加3.5%(突破+6激活),暴击率增加3.5%,AffectValueBuffer,0,1,0,0,99999,0,0,CRITICAL_STRIKE_RATE,350,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310606,[精准6],命中率增加3.5%(突破+6激活),命中率增加3.5%,AffectValueBuffer,0,1,0,0,99999,0,0,HIT_TARGET_RATE,350,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310608,[残暴6],伤害率增加18%(突破+6激活),伤害率增加18%,AffectValueBuffer,0,1,0,0,99999,0,0,HIT_RATE,1800,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310610,[猛攻6],攻击百分比增加18%(突破+6激活),攻击百分比增加18%,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK_RATE,1800,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310612,[天命6],生命百分比增加18%(突破+6激活),生命百分比增加18%,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX_RATE,1800,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310744,[致命7],全体全体暴击率增加2.5%(突破+7激活),全体全体暴击率增加2.5%,AffectValueBuffer,0,1,0,0,99999,0,0,CRITICAL_STRIKE_RATE,250,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310746,[精准7],全体全体命中率增加2.5%(突破+7激活),全体全体命中率增加2.5%,AffectValueBuffer,0,1,0,0,99999,0,0,HIT_TARGET_RATE,250,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310747,[灵动7],全体全体闪避率增加2.5%(突破+7激活),全体全体闪避率增加2.5%,AffectValueBuffer,0,1,0,0,99999,0,0,DODGE_RATE,250,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310750,[猛攻7],全体全体攻击百分比增加10%(突破+7激活),全体全体攻击百分比增加10%,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK_RATE,1000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310751,[坚定7],全体全体防御百分比增加10%(突破+7激活),全体全体防御百分比增加10%,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE_RATE,1000,0,0,0,0,2,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,4,0,0,0,0,0,0,30,50
310752,[天命7],全体全体生命百分比增加10%(突破+7激活),全体全体生命百分比增加10%,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX_RATE,1000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310844,[致命8],全体全体暴击率增加3.5%(突破+8激活),全体全体暴击率增加3.5%,AffectValueBuffer,0,1,0,0,99999,0,0,CRITICAL_STRIKE_RATE,350,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310845,[坚韧8],全体全体抗暴率增加3.5%(突破+8激活),全体全体抗暴率增加3.5%,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE_CRITICAL_STRIKE_RATE,350,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310846,[精准8],全体全体命中率增加3.5%(突破+8激活),全体全体命中率增加3.5%,AffectValueBuffer,0,1,0,0,99999,0,0,HIT_TARGET_RATE,350,0,0,0,0,2,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,4,0,0,0,0,0,0,30,50
310847,[灵动8],全体全体闪避率增加3.5%(突破+8激活),全体全体闪避率增加3.5%,AffectValueBuffer,0,1,0,0,99999,0,0,DODGE_RATE,350,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310848,[残暴8],全体全体伤害率增加15%(突破+8激活),全体全体伤害率增加15%,AffectValueBuffer,0,1,0,0,99999,0,0,HIT_RATE,1500,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310849,[守护8],全体全体减伤率增加12%(突破+8激活),全体全体减伤率增加12%,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE_HIT_RATE,1200,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310852,[天命8],全体全体生命百分比增加12%(突破+8激活),全体全体生命百分比增加12%,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX_RATE,1200,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310944,[致命9],全体全体暴击率增加4.5%(突破+9激活),全体全体暴击率增加4.5%,AffectValueBuffer,0,1,0,0,99999,0,0,CRITICAL_STRIKE_RATE,450,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310945,[坚韧9],全体全体抗暴率增加4.5%(突破+9激活),全体全体抗暴率增加4.5%,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE_CRITICAL_STRIKE_RATE,450,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
310946,[精准9],全体全体命中率增加4.5%(突破+9激活),全体全体命中率增加4.5%,AffectValueBuffer,0,1,0,0,99999,0,0,HIT_TARGET_RATE,450,0,0,0,0,2,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,4,0,0,0,0,0,0,30,50
310948,[残暴9],全体全体伤害率增加18%(突破+9激活),全体全体伤害率增加18%,AffectValueBuffer,0,1,0,0,99999,0,0,HIT_RATE,1800,0,0,0,0,2,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,4,0,0,0,0,0,0,30,50
310950,[猛攻9],全体全体攻击百分比增加14%(突破+9激活),全体全体攻击百分比增加14%,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK_RATE,1400,0,0,0,0,2,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,4,0,0,0,0,0,0,30,50
310952,[天命9],全体全体生命百分比增加14%(突破+9激活),全体全体生命百分比增加14%,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX_RATE,1400,0,0,0,0,2,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,4,0,0,0,0,0,0,30,50
311047,[灵动10],全体全体闪避率增加6.5%(突破+10激活),全体全体闪避率增加6.5%,AffectValueBuffer,0,1,0,0,99999,0,0,DODGE_RATE,650,0,0,0,0,2,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,4,0,0,0,0,0,0,30,50
311048,[残暴10],全体全体伤害率增加21%(突破+10激活),全体全体伤害率增加21%,AffectValueBuffer,0,1,0,0,99999,0,0,HIT_RATE,2100,0,0,0,0,2,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,4,0,0,0,0,0,0,30,50
311050,[猛攻10],全体全体攻击百分比增加16%(突破+10激活),全体全体攻击百分比增加16%,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK_RATE,1600,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
311051,[坚定10],全体全体防御百分比增加16%(突破+10激活),全体全体防御百分比增加16%,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE_RATE,1600,0,0,0,0,2,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,4,0,0,0,0,0,0,30,50
311101,[进击11],攻击增加5800(突破+11激活),攻击增加5800,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,5800,0,0,0,0,2,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,4,0,0,0,0,0,0,30,50
311103,[强命11],生命增加70000(突破+11激活),生命增加70000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,70000,0,0,0,0,2,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,4,0,0,0,0,0,0,30,50
311108,[残暴11],伤害率增加36%(突破+11激活),伤害率增加36%,AffectValueBuffer,0,1,0,0,99999,0,0,HIT_RATE,3600,0,0,0,0,2,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,4,0,0,0,0,0,0,30,50
311201,[进击12],攻击增加6800(突破+12激活),攻击增加6800,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,6800,0,0,0,0,2,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,4,0,0,0,0,0,0,30,50
311202,[坚守12],防御增加4500(突破+12激活),防御增加4500,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,4500,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
311203,[强命12],生命增加94000(突破+12激活),生命增加94000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,94000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320001,套装属性（绿）1-1,生命+1000,生命+1000,AffectValueBuffer,0,0,0,0,99999,0,0,HP_MAX,1000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320002,套装属性（绿）1-2,攻击+66,攻击+66,AffectValueBuffer,0,0,0,0,99999,0,0,ATTACK,66,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320003,套装属性（绿）1-3-1,伤害加成+2%,伤害加成+2%,AffectValueBuffer,0,0,0,0,99999,0,0,HIT_RATE,200,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320004,套装属性（绿）1-3-2,伤害减免+2%,伤害减免+2%,AffectValueBuffer,0,0,0,0,99999,0,0,DEFENCE_HIT_RATE,200,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320005,套装属性（蓝）1-1,攻击+173,攻击+173,AffectValueBuffer,0,0,0,0,99999,0,0,ATTACK,173,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320006,套装属性（蓝）1-2,命中率+4%,命中率+4%,AffectValueBuffer,0,0,0,0,99999,0,0,HIT_TARGET_RATE,400,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320007,套装属性（蓝）1-3-1,暴击率+4%,暴击率+4%,AffectValueBuffer,0,0,0,0,99999,0,0,CRITICAL_STRIKE_RATE,400,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320008,套装属性（蓝）1-3-2,伤害加成+4%,伤害加成+4%,AffectValueBuffer,0,0,0,0,99999,0,0,HIT_RATE,400,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320009,套装属性（蓝）2-1,生命+1800,生命+1800,AffectValueBuffer,0,0,0,0,99999,0,0,HP_MAX,1800,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320010,套装属性（蓝）2-2,攻击+115,攻击+115,AffectValueBuffer,0,0,0,0,99999,0,0,ATTACK,115,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320011,套装属性（蓝）2-3-1,伤害加成+4%,伤害加成+4%,AffectValueBuffer,0,0,0,0,99999,0,0,HIT_RATE,400,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
