INDEX,NAME,CLASS,SCENE_ID,INFO,LV,MODEL,HEAD_ATLAS_NAME,HEAD_SPRITE_NAME,ELEMENT_INDEX,STAR_LEVEL,SCALE,POS_Y,ROTATION_Y,MOVE_SPEED,LOOKBOUND,AI_TIME,SKILL_COOLDOWN,ATTACK_SKILL,BASE_ATTACK,BASE_HP,MAGIC_DEFENCE,PHYSICAL_DEFENCE,HIT,DODGE,CRITICAL_STRIKE,CRITICAL_DEF,DAMAGE_REDUCE,DAMAGE_INCREASE,PET_SKILL_1,PET_SKILL_2,PET_SKILL_3,PET_SKILL_4,PET_CD_1,PET_CD_2,PET_CD_3,PET_CD_4,ATTACK_SKILL_1,ATTACK_SKILL_2,ATTACK_SKILL_3,ATTACK_SKILL_4,ATTACK_SKILL_5,EFFECT,UI_EFFECT,DEBUFF_IMMUNE
82036,属性,0,0,0,36,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82037,属性,0,0,0,37,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82038,属性,0,0,0,38,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82039,属性,0,0,0,39,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82040,属性,0,0,0,40,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82041,属性,0,0,0,41,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1660000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82042,属性,0,0,0,42,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82043,属性,0,0,0,43,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82044,属性,0,0,0,44,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82045,属性,0,0,0,45,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82046,属性,0,0,0,46,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82047,属性,0,0,0,47,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82048,属性,0,0,0,48,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1730000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82049,属性,0,0,0,49,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82050,属性,0,0,0,50,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82051,属性,0,0,0,51,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1760000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82052,属性,0,0,0,52,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82053,属性,0,0,0,53,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1780000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82054,属性,0,0,0,54,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1790000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82055,属性,0,0,0,55,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82056,属性,0,0,0,56,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1810000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82057,属性,0,0,0,57,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82058,属性,0,0,0,58,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82059,属性,0,0,0,59,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82060,属性,0,0,0,60,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82061,属性,0,0,0,61,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82062,属性,0,0,0,62,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82063,属性,0,0,0,63,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1880000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82064,属性,0,0,0,64,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82065,属性,0,0,0,65,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82066,属性,0,0,0,66,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1910000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82067,属性,0,0,0,67,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82068,属性,0,0,0,68,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1930000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82069,属性,0,0,0,69,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82070,属性,0,0,0,70,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82071,属性,0,0,0,71,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82072,属性,0,0,0,72,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82073,属性,0,0,0,73,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82074,属性,0,0,0,74,0,0,0,0,2,0,0,0,0,0,0,0,0,100,1990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82075,属性,0,0,0,75,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82076,属性,0,0,0,76,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82077,属性,0,0,0,77,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2020000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82078,属性,0,0,0,78,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82079,属性,0,0,0,79,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2040000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82080,属性,0,0,0,80,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82081,属性,0,0,0,81,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82082,属性,0,0,0,82,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2070000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82083,属性,0,0,0,83,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82084,属性,0,0,0,84,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82085,属性,0,0,0,85,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82086,属性,0,0,0,86,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82087,属性,0,0,0,87,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82088,属性,0,0,0,88,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82089,属性,0,0,0,89,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82090,属性,0,0,0,90,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82091,属性,0,0,0,91,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82092,属性,0,0,0,92,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82093,属性,0,0,0,93,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82094,属性,0,0,0,94,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82095,属性,0,0,0,95,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82096,属性,0,0,0,96,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82097,属性,0,0,0,97,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82098,属性,0,0,0,98,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82099,属性,0,0,0,99,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82100,属性,0,0,0,100,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82101,属性,0,0,0,101,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82102,属性,0,0,0,102,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82103,属性,0,0,0,103,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82104,属性,0,0,0,104,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82105,属性,0,0,0,105,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82106,属性,0,0,0,106,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82107,属性,0,0,0,107,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82108,属性,0,0,0,108,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82109,属性,0,0,0,109,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82110,属性,0,0,0,110,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82111,属性,0,0,0,111,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82112,属性,0,0,0,112,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82113,属性,0,0,0,113,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82114,属性,0,0,0,114,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82115,属性,0,0,0,115,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82116,属性,0,0,0,116,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82117,属性,0,0,0,117,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82118,属性,0,0,0,118,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82119,属性,0,0,0,119,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82120,属性,0,0,0,120,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82121,属性,0,0,0,121,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82122,属性,0,0,0,122,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82123,属性,0,0,0,123,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82124,属性,0,0,0,124,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82125,属性,0,0,0,125,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82126,属性,0,0,0,126,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82127,属性,0,0,0,127,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82128,属性,0,0,0,128,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82129,属性,0,0,0,129,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82130,属性,0,0,0,130,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82131,属性,0,0,0,131,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82132,属性,0,0,0,132,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82133,属性,0,0,0,133,0,0,0,0,2,0,0,0,0,0,0,0,0,100,2580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
