INDEX,FUNC_NAME,FUNC_OPEN,VIP_SHOW_LEVEL,FUNC_RESOURCE,ICON_ATLAS_NAME_OPEN,SPRITE_NAME_OPEN,ICON_ATLAS_NAME_CLOSE,SPRITE_NAME_CLOSE,FUNC_CLOSE_DESCRIBE,FUNC_CONDITION,FUNC_CONDITION_USE,FUNC_CONDITION_DESCRIBE,FUNC_DISAPPER_DESCRIBE,FUNC_DISAPPER_NUM,TITLE,DESC,ICON_ATLAS_NAME,ICON_SPRITE_NAME,FUNC_SHOW
1601,日常任务,1,0,0,0,0,0,0,此版本未开启此功能,0,0,0,0,0,日常任务,日常任务,ResourceAtlas1,material_tupo,0
1602,成就任务,1,0,0,0,0,0,0,此版本未开启此功能,0,0,0,0,0,成就任务,成就任务,ResourceAtlas1,material_tupo,0
1700,灵将商铺,1,0,0,0,0,0,0,此版本未开启此功能,1,7|7|7|7|7|7|7|7|7|7|7|7|7,玩家7级开启灵将商铺,0,0,灵将商铺,灵将商铺中有机会获得传说级橙色灵将,ResourceAtlas1,material_tupo,0
1800,活动,1,0,0,0,0,0,0,此版本未开启此功能,0,0,0,0,0,活动,活动,ResourceAtlas1,material_tupo,0
1900,商城,1,0,0,0,0,0,0,此版本未开启此功能,0,0,0,0,0,商城,商城,ResourceAtlas1,material_tupo,0
1901,商城-礼包,1,0,0,0,0,0,0,此版本未开启此功能,0,0,0,0,0,商城-礼包,商城-礼包,ResourceAtlas1,material_tupo,0
1902,宗门商店,1,0,0,0,0,0,0,此版本未开启此功能,1,38|38|38|38|38|38|38|38|38|38|38|38|38,玩家38级开启宗门商店,0,0,军团商店,军团商店,ResourceAtlas1,material_tupo,0
1903,神装商店,1,0,0,0,0,0,0,此版本未开启此功能,1,22|22|22|22|22|22|22|22|22|22|22|22|22,玩家22级开启神装商店,0,0,神装商店,神装商店,ResourceAtlas1,material_tupo,0
1904,声望商店,1,0,0,0,0,0,0,此版本未开启此功能,1,10|10|10|10|10|10|10|10|10|10|10|10|10,玩家10级开启声望商店,0,0,声望商店,声望商店,ResourceAtlas1,material_tupo,0
1905,战功商店,1,0,0,0,0,0,0,此版本未开启此功能,1,35|35|35|35|35|35|35|35|35|35|35|35|35,玩家35级开启战功商店,0,0,战功商店,战功商店,ResourceAtlas1,material_tupo,0
2000,聊天,1,0,0,0,0,0,0,此版本未开启此功能,0,0,0,0,0,聊天,聊天,ResourceAtlas1,material_tupo,0
2001,聊天-私聊,1,0,0,0,0,0,0,此版本未开启此功能,0,0,0,0,0,聊天-私聊,聊天-私聊,ResourceAtlas1,material_tupo,0
2002,聊天-宗门,1,0,0,0,0,0,0,此版本未开启此功能,0,0,0,0,0,聊天-宗门,聊天-宗门,ResourceAtlas1,material_tupo,0
2100,设置,1,0,0,0,0,0,0,此版本未开启此功能,0,0,0,0,0,设置,设置,ResourceAtlas1,material_tupo,0
2101,设置-通知开关,1,0,0,0,0,0,0,此版本未开启此功能,0,0,0,0,0,设置,设置,ResourceAtlas1,material_tupo,0
2201,豪华签到,0,0,0,0,0,0,0,此版本未开启此功能,0,0,0,0,0,0,0,ResourceAtlas1,material_tupo,0
2202,一键抢夺,1,38|38|38|38|38|38|38|38|38|38|38|38|38,0,0,0,0,0,此版本未开启此功能,1,50|50|50|50|50|50|0|0|0|0|0|0|0,玩家50级或者V6开启一键抢夺,0,0,0,0,ResourceAtlas1,material_tupo,0
2203,夺宝5次,1,18|18|18|18|18|18|18|18|18|18|18|18|18,0,0,0,0,0,此版本未开启此功能,1,24|24|24|0|0|0|0|0|0|0|0|0|0,玩家24级或者V3开启夺宝5次,0,0,0,0,ResourceAtlas1,material_tupo,0
2300,每周礼包,1,0,0,0,0,0,0,此版本未开启此功能,1,25|25|25|25|25|25|25|25|25|25|25|25|25,玩家25级开启每周礼包,0,0,0,0,ResourceAtlas1,material_tupo,0
2400,队伍界面天命,1,0,0,0,0,0,0,此版本未开启此功能,1,35|35|35|35|35|35|35|35|35|35|35|35|35,玩家35级开启天命升级,0,0,0,突破天命等级将获得大量战斗力,ResourceAtlas1,material_tupo,0
2401,养成界面天命按钮,1,0,0,0,0,0,0,此版本未开启此功能,1,35|35|35|35|35|35|35|35|35|35|35|35|35,玩家35级开启天命升级,0,0,0,0,ResourceAtlas1,material_tupo,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,主界面专属VIP按钮,1,130|130|130|130|130|130|130|130|0|0|0|0|0,0,0,0,0,0,此版本未开启此功能,1,0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,0,0,0,0,ResourceAtlas1,material_tupo,0
2501,充值界面专属VIP按钮,1,130|130|130|130|130|130|130|130|0|0|0|0|0,0,0,0,0,0,此版本未开启此功能,1,0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,0,0,0,0,ResourceAtlas1,material_tupo,0
