INDEX,BREAK_1,BREAK_2,BREAK_3,BREAK_4,BREAK_5,BREAK_6,BREAK_7,BREAK_8,BREAK_9,BREAK_10,BREAK_11,BREAK_12,BREAK_13,BREAK_14,BREAK_15
30063,310101,310205,310302,310408,0,0,0,0,0,0,0,0,0,0,0
30064,310101,310205,310302,310408,0,0,0,0,0,0,0,0,0,0,0
30065,310101,310205,310302,310408,0,0,0,0,0,0,0,0,0,0,0
30066,310101,310205,310302,310408,0,0,0,0,0,0,0,0,0,0,0
30067,310101,310205,310302,310408,0,0,0,0,0,0,0,0,0,0,0
30068,310101,310205,310302,310408,0,0,0,0,0,0,0,0,0,0,0
30069,310101,310205,310302,310408,0,0,0,0,0,0,0,0,0,0,0
30070,310101,310205,310302,310408,0,0,0,0,0,0,0,0,0,0,0
30071,310101,310205,310302,310408,0,0,0,0,0,0,0,0,0,0,0
30072,310101,310205,310302,310408,0,0,0,0,0,0,0,0,0,0,0
30073,310101,310205,310302,310408,0,0,0,0,0,0,0,0,0,0,0
30074,310101,310205,310303,310408,310512,310603,310752,310846,0,0,0,0,0,0,0
30075,310103,310207,310302,310409,310503,310602,310752,310849,310945,311047,311103,311202,0,0,0
30076,310101,310204,310301,310410,310508,310601,310750,310846,0,0,0,0,0,0,0
30077,310101,310204,310301,310408,310510,310604,310750,310848,0,0,0,0,0,0,0
30078,310101,310205,310303,310412,310508,310603,310752,310846,0,0,0,0,0,0,0
30079,310103,310207,310302,310412,310502,310612,310751,310849,0,0,0,0,0,0,0
30080,310103,310206,310303,310412,310501,310610,310752,310847,0,0,0,0,0,0,0
30081,310103,310207,310302,310412,310502,310612,310751,310849,0,0,0,0,0,0,0
30082,310103,310206,310303,310412,310501,310610,310747,310852,0,0,0,0,0,0,0
30083,310103,310207,310302,310409,310512,310602,310751,310849,0,0,0,0,0,0,0
30084,310101,310204,310301,310410,310501,310610,310750,310848,0,0,0,0,0,0,0
30085,310101,310204,310301,310410,310501,310606,310750,310848,0,0,0,0,0,0,0
30086,310103,310207,310302,310409,310512,310602,310751,310852,0,0,0,0,0,0,0
30087,310101,310204,310301,310408,310510,310601,310750,310848,0,0,0,0,0,0,0
30088,310103,310207,310302,310409,310512,310602,310751,310849,0,0,0,0,0,0,0
30089,310101,310204,310301,310408,310501,310610,310750,310848,0,0,0,0,0,0,0
30090,310103,310206,310303,310409,310510,310608,310744,310847,0,0,0,0,0,0,0
30091,310101,310205,310303,310408,310512,310603,310752,310846,0,0,0,0,0,0,0
30092,310101,310204,310301,310408,310510,310601,310750,310848,0,0,0,0,0,0,0
30093,310101,310205,310303,310410,310503,310612,310752,310844,310948,311048,311101,311203,0,0,0
30094,310103,310206,310303,310412,310501,310610,310747,310852,310950,311051,311101,311203,0,0,0
30095,310103,310207,310302,310409,310512,310602,310751,310852,310945,311047,311103,311202,0,0,0
30096,310101,310204,310301,310408,310501,310601,310750,310848,310946,311050,311108,311201,0,0,0
30097,310103,310207,310302,310409,310512,310602,310751,310849,310945,311047,311103,311202,0,0,0
30098,310103,310207,310302,310412,310502,310612,310751,310849,310945,311047,311103,311202,0,0,0
30099,310101,310204,310301,310408,310510,310601,310750,310848,310946,311050,311108,311201,0,0,0
30100,310101,310204,310301,310410,310501,310610,310750,310848,310946,311050,311108,311201,0,0,0
30101,310103,310207,310302,310409,310503,310602,310752,310849,310945,311047,311103,311202,0,0,0
30102,310103,310207,310302,310409,310512,310602,310751,310849,310945,311047,311103,311202,0,0,0
30103,310101,310204,310301,310410,310501,310606,310744,310848,310946,311050,311108,311201,0,0,0
30104,310101,310204,310301,310408,310510,310601,310750,310848,310946,311050,311108,311201,0,0,0
30105,310103,310206,310303,310412,310501,310610,310752,310847,310950,311051,311101,311203,0,0,0
30106,310101,310204,310301,310408,310501,310610,310750,310848,310946,311050,311108,311201,0,0,0
30107,310101,310204,310301,310408,310510,310604,310750,310848,310946,311050,311108,311201,0,0,0
30108,310101,310204,310301,310410,310501,310606,310750,310847,310946,311050,311108,311201,0,0,0
30109,310101,310204,310301,310410,310501,310606,310750,310847,310946,311050,311108,311201,0,0,0
30110,310103,310206,310303,310409,310510,310608,310744,310847,310950,311051,311101,311203,0,0,0
30111,310101,310205,310303,310408,310512,310603,310752,310846,310944,311048,311101,311203,0,0,0
30112,310103,310207,310302,310409,310503,310602,310751,310849,310945,311047,311103,311202,0,0,0
30113,310101,310205,310303,310408,310512,310603,310752,310846,310944,311048,311101,311203,0,0,0
30114,310101,310204,310301,310408,310510,310601,310744,310846,310948,311050,311108,311201,0,0,0
30115,310101,310204,310301,310408,310510,310601,310744,310846,310948,311050,311108,311201,0,0,0
30116,310103,310207,310302,310412,310502,310612,310751,310849,310945,311047,311103,311202,0,0,0
30117,310101,310204,310301,310410,310501,310606,310750,310848,310944,311050,311108,311201,0,0,0
30118,310101,310205,310303,310408,310512,310603,310752,310845,310952,311048,311101,311203,0,0,0
30289,310101,310204,310301,310408,310510,310601,310744,310846,310948,311050,311108,311201,0,0,0
30293,310103,310207,310302,310412,310502,310612,310751,310849,310945,311047,311103,311202,0,0,0
30299,310101,310204,310301,310410,310501,310606,310750,310848,310944,311050,311108,311201,0,0,0
30305,310101,310205,310303,310408,310512,310603,310752,310845,310952,311048,311101,311203,0,0,0
50001,310101,310207,310301,310409,310512,310610,310746,310852,310945,311051,311103,311201,0,0,0
50002,310101,310207,310301,310409,310512,310610,310746,310852,310945,311051,311103,311201,0,0,0
50003,310101,310207,310301,310409,310512,310610,310746,310852,310945,311051,311103,311201,0,0,0
50101,310101,310207,310301,310409,310512,310610,310746,310852,310945,311051,311103,311201,0,0,0
50102,310101,310207,310301,310409,310512,310610,310746,310852,310945,311051,311103,311201,0,0,0
50103,310101,310207,310301,310409,310512,310610,310746,310852,310945,311051,311103,311201,0,0,0
30201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
